,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,comment_count
0,MHWcs1-mfaI,Wales 0  3 England  World Cup 2022 Highlights  Group B  SebolaSuara,2022-11-29T21:49:27Z,UC3nsS1zgb4Jye9kmA45K6Yg,Stadium Astro,Sports,22.01.12,Stadium Astro|Sports|Astro,1086720,12555,616
1,swAj-k8ng1k,Portugal 2  0 Uruguay  World Cup 2022 Highlights  Group H  SebolaSuara,2022-11-28T21:40:49Z,UC3nsS1zgb4Jye9kmA45K6Yg,Stadium Astro,Sports,22.01.12,Stadium Astro|Sports|Astro,1329147,15573,907
2,IJks7TIDfnk,2022 MAMA IVEKep1erNMIXXLESSERAFIMNewJeansELEVENWADADAOOFEARLESSHypeBoy  Mnet 221129 방송,2022-11-29T12:01:31Z,UCbD8EppRX3ZwJSou-TVo90A,Mnet KPOP,Gaming,22.01.12,2022 MAMA|2022 MAMA AWARDS|2022 마마|2022 마마 어워즈|ELEVEN|FEARLESS|HypeBoy|IVE|Kep1er|LE SSERAFIM|MAMA AWARDS|Mnet|NMIXX|NewJeans|OO|WADADA|뉴진스|르세라핌|마마 어워즈|아이브|엔믹스|엠넷|케플러|티빙에서스트리밍,5116601,280638,10569
3,tvpVjt97uuU,Johor Darul Tazim 14 Borussia Dortmund  Jelajah Asia Dortmund  ASTRO ARENA  SebolaSuara,2022-11-28T13:39:18Z,UCU9GQSAhb4JxdSZKNJ_Ib6w,Astro Arena,Sports,22.01.12,astro|arena|sukan|malaysia|bolasepak|badminton|takraw|harimau|malaya|nicol|david|squash|astroarena|astro arena|sport|bola sepak|harimau malaya|sepak takraw|stl 2019|nadi arena|ultras malaya|bola mamak|spike|arena bola|sepak takraw league|dari gelanggang|jdt|selangor fas|malu apa bossku|sukan sea|sea games|olympics|olimpik|bundesliga|mfl|liga super|stadium|gostan|pmam|berbulu dengan burn|bdb|bbb|borakborak botak|burn|botak|arena2|801|802,235765,2742,1510
4,IwzkfMmNMpM,정국 Jung Kook of BTS featuring Fahad Al Kubaisi  Dreamers  FIFA World Cup 2022 Soundtrack,2022-11-22T12:09:19Z,UCpcTrCXblq78GZrTUTLWeBw,FIFA,Sports,22.01.12,kpop|jung cook|dreamers|dreamers kpop|dreamer bts|jung cook world cup|jung cook fifa song|jung cook world cup song|world cup song,42430544,3390028,172265
5,zugAhfd2r0g,ITZY Cheshire MV ITZY,2022-11-30T08:58:09Z,UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,Music,22.01.12,JYP Entertainment|JYP|ITZY|있지|イッチ|예지|리아|류진|채령|유나|YEJI|LIA|RYUJIN|CHAERYEONG|YUNA|イェジ|リア|リュジン|チェリョン|ユナ|อทจ|เยจ|ลอา|รยจน|แชรยอง|ยนา|ITZY VIDEOS|ITZY LOCO|ITZY BEHIND|MV|ITZY MV|ITZY MUSIC VIEDOS|Teaser|ITZY Teaser|ITZY VLOG|VLOG|ITz Different|ITz ICY|ITz ME|Not Shy|GUESS WHO|CRAZY IN LOVE|DALLA DALLA|ICY|WANNABE|마피아IN THE MORNING|LOCO|SNEAKERS|있지있지|있있|CHESHIRE|체셔,3917749,595191,34801
6,i0BdNCyqy7s,Orang Yang Paling Berbahaya Di Malaysia The most dangerous man in Malaysia,2022-11-29T02:26:10Z,UCubdVbYFXGAsPSw64dQatuw,Mariam Mokhtar AdmrlGen,29,22.01.12,Hadi Awang|PRU15|Agung|DAP|Sedition,218694,9786,1831
7,E2mk7UXwoeo,Orang panggil saya isteri banduan  Dato Seri Dr Wan Azizah,2022-11-30T01:00:04Z,UCAdP8dPHjRFkcRcAnylcmcQ,Nona,Entertainment,22.01.12,majalahnona|nonasuperwoman|nonasuperwomanaward|wan azizah,256216,4045,792
8,U6tHA3zUSjI,ISSEI funny video  with Inosuke shorts,2022-11-22T10:45:00Z,UC6QZ_ss3i_8qLV_RczPZBkw,ISSEI  いっせい,Comedy,22.01.12,challenge|funny video|issei0806|short|shorts|viral|再現|面白動画|meme|ISSEI|comedy|issei 0806|issei official channel|funny videos|tredning funny video|viral videos|trend,32805112,1028320,2371
9,1YmU64DYisU,The Dumbbell Only 1 Person Could Lift,2022-11-22T18:00:00Z,UCuJBpMyxlmemsQiivWPcGrQ,Browney Shorts,People & Blogs,22.01.12,none,18715035,1214337,2753
10,gQpMc26t4u0,BM 2022 PMGC League Survival Day 1  PUBG MOBILE Global Championship,2022-11-30T15:29:02Z,UCvrebwQujh0ugAHVEXZcDrA,PUBG MOBILE Malaysia,Gaming,22.01.12,none,195284,1405,10
11,xskmxYaNBaw,Ustaz Kazim Elias Tegur dan Bagi Amaran Keras Isu Anwar Ibrahim Muhyiddin Zahid Hamidi PM PN PH BN,2022-11-21T07:14:18Z,UCht6SyEpw69cNVeBpb_kB1w,DURIAN MERAH,Entertainment,22.01.12,none,891712,13389,2070
12,Jm29kLeWqDA,Jung Kook from BTS performs Dreamers at FIFA World Cup opening ceremony,2022-11-20T18:38:56Z,UCpcTrCXblq78GZrTUTLWeBw,FIFA,Music,22.01.12,Jung cook|BTS|Kpop|kpop|fifa world cup|fifa world cup opening ceremony|qatar opening ceremony|dreamers|jung cook dreamers|jung cook at world cup opening ceremony|jung cook performs dreamers|Fahad Al Kubaisi|fahad al kubaisi dreamers,32743259,1678821,69303
13,n7SDv8aBlHI,Home Alone in a Rush 2,2022-11-25T15:43:33Z,UCb8vrqP8Z7Oz9ZTYvUtjUHQ,Daniel LaBelle,Comedy,22.01.12,none,17415806,791295,2137
14,Ut1OzEVUiM4,Red Velvet 레드벨벳 Birthday MV,2022-11-28T09:00:14Z,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,Music,22.01.12,레드벨벳|벌쓰데이|벌스데이|생일|아이린|슬기|예리|웬디|조이|뮤직비디오|뮤비|red velvet|birthday|irene|seulgi|yeri|wendy|joy|party|music video|mv|the reve festival|리브 페스티벌,7811666,642903,31288
15,0lg7NdROYMY,RENTASAN 1260  GEMPAR KINI HADI AWANG GUNAKAN SUKAN BOLA SEPAK SEBAGAI ANALOGI BANTAH TITAH YDPA,2022-11-29T14:30:00Z,UCQH6GpVoQxosMNiOnAbbkoQ,Jom Channel,News & Politics,22.01.12,pas|umno|pakatan harapan|barisan nasional|jom channel|berita terbaru|berita politik terkini|rentasan berita|tun m|tun dr mahathir|parlimen ke 14|parlimen 2020|bicara kes najib|anwar ibrahim|tun mahathir|tun m dan anwar|politik malaysia|hishamuddin|najib bela diri|lokman adam|rosmah mansor|najib razak|perikatan nasional|kerajaan baru|bersatu|kerajaan pn|ph terkini|bubar parlimen|kkm malaysia|pkp|bantuan prihatin nasional,189306,2684,951
16,jEdfjuG0Fx4,정국 Jung Kook Dreamers  FIFA World Cup Qatar 2022 Opening Ceremony,2022-11-21T15:00:02Z,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,Music,22.01.12,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|kpop|방탄|jhope|Jung Kook|Jimin|BTS V|Jin,45957655,2656915,100099
17,xktdFsBcUQY,Neymar made that look TOO EASY ,2022-11-17T13:15:03Z,UC6c1z7bA__85CIWZ_jpCK-Q,ESPN FC,Sports,22.01.12,espn fc|soccer on espn|espn soccer|ESPNFC|ESPNFC|ESPN FC|espn fc tv|soccer|futbol|Neymar made that look TOO EASY |neymar|neymar jr|espn fc shorts|espnfc shorts|shorts|shortsvideo|world cup|world cup 2022,25210999,1248991,3494
18,baOyJQOkI4o,SUBWAY SURFERS 3 shorts,2022-11-21T21:28:00Z,UCjaxmdb_gTWbz9XF5rzvgGg,Natan por Aí,Entertainment,22.01.12,none,12705868,284354,162
19,O-5dw-vHS0w,Langkah Anwar Ibrahim Usai Jadi PM Malaysia,2022-11-26T06:00:15Z,UCKII0Ml9S5wneKbHswmUrIQ,CNN Indonesia,News & Politics,22.01.12,CNN Indonesia|berita terbaru|berita|Indonesia|berita terkini|berita terbaru hari ini|live streaming|top trending|berita hari ini|2022|news|berita politik|news live|breaking news|viral terbaru|live news|youtube news|berita viral|viral|viral hari ini|happening now|trending|berita Indonesia|cnn indonesia|kompas tv|inews|net news|tv one|news update,455467,4619,811
20,w9RH7sAfg_I,Sultan Brunei pandu sendiri kereta bawa Anwar ke Seri Perdana,2022-11-28T05:58:14Z,UCoV8oT-GyqYSJkxzuAKG3Jw,Berita Harian Online,News & Politics,22.01.12,BHOnline|BH|Berita Harian|BHTV,248354,2092,386
21,XoNdkYlce6I,What Is Happening ,2022-11-25T17:25:19Z,UCUnmH8N8k4E7y3dKfCzDKKg,Brandon B,Entertainment,22.01.12,Magic|VFX|Trick|Zach King|Premiere Pro|After Effects|How To|Tutorial|Magic Revealed|Magic tutorial|Premiere Pro Magic|After Effects Tutorial|CGI|Tik Tok|CGI Fans|Mind Blowing|funnyvideos|Entertainment,1677424,51153,254
22,zm_NeRUA_T4,PAKE AYAM JUGA  Itakimo Bali,2022-11-20T02:57:15Z,UCMwoWc6kXCqdOq6qLlH59Lw,Itakimo Bali,Comedy,22.01.12,life|diet|itakimo|slimmingtea|tipsdiet|homemade|healthylifestyle|comedy|lol|funnyvideos2022|healtyfood|tasty|live|fun|meme|shortstiktok|funnyvideos|memes|comedyvideos|lmao|laugh|viral,17074824,527820,505
23,bjjAzNILd3U,KETIKA MELEPAS PENYU KE LAUTAN,2022-11-30T10:20:25Z,UC5IA7MpYcbhbA28RgyQrV0A,animasinopal,Comedy,22.01.12,none,896328,52854,195
24,goqR41nioeI,Kmy Kmo  Luca Sickta ft Sufian Suhaimi  Budi Official Music Video,2022-11-29T09:00:07Z,UC8f4o4-Sw2KitQR8MkIkSiw,Rusa Music,Music,22.01.12,rusa|rusa music|rusa marketing|rusamusic|malaysia|malay|melayu|music|muzik|lagu|budi|music video|official|kmy kmo|luca sickta|sufian suhaimi|ryan bakery,60580,4409,583
25,x_ahuPIeZpA,Ecuador 1  2 Senegal  World Cup 2022 Highlights  Group A  SebolaSuara,2022-11-29T17:58:16Z,UC3nsS1zgb4Jye9kmA45K6Yg,Stadium Astro,Sports,22.01.12,Stadium Astro|Sports|Astro,434321,4389,155
26,N5BUTJWwlcE,Indians React to Ronny Chiengs Indians Are Not Asians Joke shorts,2022-11-21T12:16:15Z,UC2-_WWPT_124iN6jiym4fOw,Asian Boss,News & Politics,22.01.12,Asian Boss|Asia|Stay Curious,1844366,62844,2599
27,ecsWfDLtoc8,Run BTS 2022 Special Episode  RUN BTS TV Onair Part 2,2022-11-29T14:00:02Z,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,Music,22.01.12,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|kpop|방탄|jhope|Jung Kook|Jimin|BTS V|Jin,3705524,338504,9905
28,wSN4KDzr94Q,KOK BISA GINI SIH BITTERSWEET BY NAJLA kuliner makan dessert,2022-11-29T06:40:40Z,UCz8cz0ylkuBgzGVvmL2Zevg,amritsa raje,People & Blogs,22.01.12,none,1293286,95082,222
29,9pWKXr9BH8Q,But even when nothin on  Bet I made you look madeyoulook  makeuptransformation  Quỳnh Thi ,2022-11-22T15:19:49Z,UCjAeWwzzt28ey79UU2QnlOw,Quỳnh Thi,Entertainment,22.01.12,quỳnh thi|quynh thi|quỳnh thi beauty blogger|beauty blogger|vlog|beauty|skincare|travel|du lịch|qthi vlog|quynh thi vlog|quynh thi beauty|qthi review|quynh thi tiktok|tiktok quynh thi|quynh thi skincare|quynh thi travel|quynh thi mukbang|makeup challenge|makeup|challenge|makeup tutorial|makeup hacks|tik tok makeup|easy makeup|makeup tips|trending makeup|one dip makeup challenge|everyday makeup|viral makeup|tik tok makeup hacks|makeup challenges,3025262,288111,1244
30,0869KsBf00s,Her Reaction  Paint Prank on MOM  shorts,2022-11-20T21:40:37Z,UCNBTflmnht6ZMRNCDNilw9g,ZutiGang,People & Blogs,22.01.12,none,18319135,441943,1591
31,7fa0tETxcNE,马来统治者已经放话这班牛鬼蛇神若敢跟王室对抗对抗只能等天收了马来统治者告诫政客勿以种族或宗教煽动民间仇恨,2022-11-30T11:26:37Z,UC2NdDZw6r0CZDWb9C7LsMUw,客栈快报,News & Politics,22.01.12,none,144090,1334,103
32,vFTQ-anz9UQ,The perfect boat challenge ,2022-11-18T17:02:44Z,UCoGForHQAmk0_9rI9CABeYw,Woody  Kleiny,Entertainment,22.01.12,none,86247803,3925101,7458
33,ZjY4gidrPH0,改革派領袖安華上台馬來西亞執政為什麼這麼難國際大風吹 Ep 242,2022-11-27T04:00:08Z,UC4bokYuSrVGpI6_WYv7Gdbw,The News Lens 關鍵評論網,News & Politics,22.01.12,烈火莫熄|安華|馬哈迪|希盟|國盟|國陣|希望聯盟|國民聯盟|國民陣線|大馬,238678,2981,503
34,d2heDnR3sjc,2022 MAMA IVEKep1erNMIXXLE SSERAFIMNewJeans  CHEER UP  Mnet 221129 방송,2022-11-29T12:03:31Z,UCbD8EppRX3ZwJSou-TVo90A,Mnet KPOP,Gaming,22.01.12,2022 MAMA|2022 MAMA AWARDS|2022 마마|2022 마마 어워즈|CHEER UP|IVE|Kep1er|LE SSERAFIM|MAMA AWARDS|Mnet|NMIXX|NewJeans|뉴진스|르세라핌|마마 어워즈|아이브|엔믹스|엠넷|케플러|티빙에서스트리밍,2902644,192688,7395
35,VNYEHXsehTg,카라KARA의 킬링보이스를 라이브로  Rock U Pretty Girl Honey 미스터 루팡 점핑 Step 맘마미아 WHEN I MOVE  딩고뮤직,2022-11-29T10:00:08Z,UCtCiO5t2voB14CmZKTkIzPQ,딩고 뮤직  dingo music,Music,22.01.12,딩고뮤직|dingo|dingomusic|music|kpop|live|멜론|세로라이브|최신가요|top100|아이돌|라이브|음악|딩고,3508845,150035,16187
36,SHc4ratXTgk,Crazy Cat,2022-11-29T08:17:45Z,UCG6NHS34ujpuokyx008jgzQ,パロってるParotter,Gaming,22.01.12,minecraft|マインクラフト|anime|animation|game|shorts|TikTok|parotteru|parotteruanimation|funny|funnytiktok|funnyvideo|meme|memes|mostfunny|compilation|fyp|fypシ|gamer|tiktok compilation,1782545,107123,665
37,1iWTl8DM7Rg,Maher Zain  Humood  Tahayya  World Cup 2022  ماهر زين و حمود الخضر  تهيا,2022-11-23T16:00:07Z,UCBq5hp6DvwWam2XOXw6lYJA,Awakening Music,Music,22.01.12,world cup song|world cup song 2022|maher zain|humood|ماهر زين|qatar world cup song|اغنية كاس العالم 2022|حمود الخضر|maher zain world cup|humood world cup|maher zain new|تهيا|tahayya|ماهر زين وحمود الخضر|هيا هيا كاس العالم|تهيأ حمود الخضر|هيا هيا|hayya hayya|حمود الخضر وماهر زين|اغاني كاس العالم قطر 2022|tahayya maher zain|حمود الخضر كاس العالم|اغاني|fifa world cup 2022 song|tahaya|maher zain tahayya|هلا هلا كاس العالم|haya haya|tahiyya maher zain,15863661,306142,18029
38,46UCx8qYO1Y,REAL OR NOT Ice Cream With Babies Shorts,2022-11-13T12:00:02Z,UCK0VZPHBtrpyrVBVU3PWPMg,5Year Crafts,Howto & Style,22.01.12,5 year crafts|5year crafts|diy|diy projects|how to|how to make,11430388,222212,259
39,5MVoHEHtiJ0,Anything for Free Shipping,2022-11-26T01:49:16Z,UCRVtlcqayOmyuLIDrT3ng1w,Jay  Sharon,Comedy,22.01.12,shorts|couplegoals,4563248,615574,839
40,RFA3ruwfLYI,The Warriorr New Released Full Hindi Dubbed Movie  Ram Pothineni Aadhi Pinisetty Krithi Shetty,2022-11-20T17:15:10Z,UCjBwQ6M9QyCgO5Pp-TQRFUA,RKD Studios,Entertainment,22.01.12,the warrior hindi dubbed full movie|the warrior hindi movie|the warrior movie|The Warriorr full movie Hindi Dubbed|Ram Pothineni Movie|The Warriorr hindi dubbed full movie|2022 new hindi dubbed movies|2022 hindi movies|south indian movies dubbed in hindi full movie 2022 new|Krithi Shetty movies|Aadhi Pinisetty hindi dubbed movies|सउथ मव|the warrior full movie hindi dubbed ram pothineni 2022|bullet song|new south indian movies dubbed in hindi 2022 full|south,58798893,1119772,19456
41,3k2EiqE4qFA,ITS JUST A JOKE  Halloween ASMR Mukbang Emoji Parody,2022-11-15T08:30:01Z,UCH68duckGT6BFUcIKuQUD6g,SHORTOFANS,Entertainment,22.01.12,none,22298965,356260,539
42,C5JW5bDGSmQ,Nurul Izzah kongsi cerita tentang Dato Seri Anwar Ibrahim dengan Bekpes Hot  HotFM,2022-11-25T09:00:13Z,UCFV_yPFxPbbmrYJ9J6zJglA,Hot TV,Entertainment,22.01.12,hotfm|Hot TV|Kini Lebih Muzik Yang Hangat|AG Azmeer|Fad Bocey|Fara Fauzana|Rakyat Rangers|Riena Diana|Imran Aqil|media prima audio|parodi,288525,3609,434
43,yN_-8FELZ-k,Dont try them at home  thatlittlepuff catsofyoutube,2022-11-16T04:31:49Z,UClFN9LShD_Pv0wnSeUKbUZw,That Little Puff,Pets & Animals,22.01.12,none,53452731,2539220,2855
44,o8M7qhz-cr4,2 TPM dalam 25 Jemaah Menteri Anwar kata sumber,2022-11-30T08:47:23Z,UC2CzLwbhTiI8pTKNVyrOnJQ,Free Malaysia Today,News & Politics,22.01.12,FMT News|FMT|News|Malaysia|Politics|Politik|Parlimen|Parlimen Malaysia|Breaking News|Kini|News Portal|Bilingual,128760,679,354
45,FD-0KG-h2-c,Gordon Ramsay Tries Most Expensive Chocolate Bar,2022-11-19T20:59:59Z,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,Entertainment,22.01.12,none,41270689,3489926,10877
46,iyMj5strGZI,How to Sneak Makeup  shorts,2022-11-16T07:56:16Z,UCeYTfGpNCmVhlxjQxBDrGPA,Mr DegrEE,Howto & Style,22.01.12,makeup|how to sneak|sneak|school|mariana|shorts|funny|idea|diy|hacks|mr degree|youtube|video,98878074,1862402,18601
47,6qI-va1F5ck,Dreamers Music from the FIFA World Cup Qatar 2022 Official Soundtrack,2022-11-20T05:09:38Z,UC-pOuHFcndLpyfWSPVqXt_A,Jung Kook  Topic,Music,22.01.12,Jung Kook|FIFA Sound|BTS|Dreamers Music from the FIFA World Cup Qatar 2022 Official Soundtrack,8479415,484259,0
48,HDRyJyya3dQ,DOMPET SIAPA INI  Itakimo Bali,2022-11-11T04:45:15Z,UCMwoWc6kXCqdOq6qLlH59Lw,Itakimo Bali,Comedy,22.01.12,shortsviral|itakimo|itakimobali|videolucu|komedi|ngakak|kisah|filmsedih|filmpenduk|dagelan|trending1|topviralvideos|topshorts|shortstrending|shortsfunny|shortscomedy|shortsviral2022|tutorialshorts,21695922,568201,1536
49,PMT3UhzDxH4,白鹿周深的生日惊喜变惊吓蔡徐坤 的蔡式速记法有多绝周深姚译添的MBTI首次揭露 陈卓璇符龙飞新歌舞台首发奔跑吧共富篇 KeepRunning EP3 FULL 20221118,2022-11-18T15:28:39Z,UCfj8FsoiPFHn1gZMJaeLEDg,浙江卫视奔跑吧官方频道欢迎订阅,Entertainment,22.01.12,奔跑吧|奔跑吧共同富裕|奔跑吧10|奔跑吧10ep1|奔跑吧兄弟10|奔跑吧2022|奔跑吧2021|蔡徐坤|周深|Angelababy|郑恺|李晨|沙溢|沙溢蔡徐坤|keeprunning10|跑男10|paonan10|benpaoba10|奔跑吧第六季|running man10|奔跑吧兄弟第十季|奔跑吧10周深|benpaoba|奔跑吧特别季|奔跑吧路透|奔跑吧兄弟|白鹿|魏大勋|陈卓璇|张佳宁|奔跑吧黄河|路透|奔跑吧周深|奔跑吧蔡徐坤|奔跑吧angelababy|奔跑吧沙溢|奔跑吧白鹿|奔跑吧李晨|奔跑吧郑恺|奔跑吧黄河路透|奔跑吧特别季路透|奔跑吧开播|奔跑吧即将开播|奔跑吧预告|林一|王嘉尔|黄旭熙|Lucas|superm|威神v|nct|yuqi|GIDLE|gidle|got7|孙怡|李沁|郭麒麟|宋祖儿|关晓彤鹿晗|迪丽热巴|迪丽热巴鹿晗|姚译添|姚译添宋祖儿|王嘉尔宋雨琦|蔡徐坤白鹿|邓紫棋|符龙飞|音乐|舞台|生日|music|檀健次|共富|陈飞宇|阿瑟|朱韵|罗云熙|硬糖少女|hi6|希林|希林娜依高|最美中轴线|白鹿生日|周深生日|MBTI,944084,8520,492
50,jmww_DEbzVs,Bahagian 2 bermula Disember iniEjen Ali Musim 3 BAHAGIAN 2  Official Teaser,2022-11-25T10:00:26Z,UC42ZduLx6o3Nqg04kMuMCEw,EjenAli,Film & Animation,22.01.12,ejenali|animationMY|boboiboy|upin ipin|wau|wauanimation|pws|primeworks|ejen|animasi|kartun|lescopaque|monsta|animonsta|ali|bakar|comot,214796,8585,951
51,3xReIHV13IQ,She really did it her way,2022-11-14T18:03:15Z,UCSWwb_YyNB8vuC1VDcfPPaQ,Talent Recap,Entertainment,22.01.12,agt 2022|agt|agt videos|agt auditions|americas got talent|bgt|bgt videos|bgt auditions|britains got talent|simon cowell|got talent|golden buzzer|top acts|best auditions|angelica hale|darci lynne|india|philippines,28604346,1884826,4276
