trending_no,video_id,title,publishedat,channelid,channeltitle,categoryid,trending_date,tags,view_count,likes,comment_count
128,pe2ewz3QfhE,Kumal 8 Goyang Kumal Siapa yang paling heboh Ngakak abis,2022-11-18,UCI2eaAffV9HFhYpNX1PiCEg,Rizkina Nazar,People & Blogs,22.30.11,Rizkina nazar|Vlog rizkina|Vlog rizkina nazar|Kumal|Kumal rizkina|Rizky nazar|Syifa hadju|Rizky syifa|Rizky nazar syifa hadju|Rizky dan syifa,327085,12818,492
129,nFF5PQrbTIM,TUTORIAL JOY HERO BARU  PENJELASAN COMBO SKILL JOY  BUILD JOY TERSAKIT  CARA MAIN JOY GAMEPLAY,2022-11-18,UCyJn1y8Ng32CWFYl-LwGvig,Gappermind,Gaming,22.30.11,Joy Hero Baru|Joy Assassin Baru|Joy Mobile Legend|Joy best build 2022|Joy exp lane|Joy offlaner|Joy mid lane|cara ulti Joy|cara main Joy|cara main skill 2 Joy|Gameplay Joy|Tutorial Joy|Joy Terbaru ML|Skill Combo Joy|Build Joy tersakit|Build Joy paling sakit|Item Joy tersakit 2022|Item Joy paling sakit 2022|Emblem Joy|Assassin Baru Mobile Legend|Penjelasan Skill Joy|Joy MVP|spell Joy,148998,1639,356
130,Dpc3EkVlS7E,KITA JADI KECIL UNTUK PRANK ORANG DI SURVIVE THE KILL3R,2022-11-20,UCkdFTsMOvJkUe41dCNvWhIg,Stresmen,Gaming,22.30.11,Stresmen|stresmen minecraft|stresmen roblox|odo kentang|stresmen roblox obby|stresmen obby|obby roblox|troll obby|survive|survive the killer,297299,12105,761
131,tfXA35wsGr8,GUNUNG KERINCI  Atap Negeri Jambi 1,2022-11-17,UCw9dUbhQi971MzsLAL8Cwlw,Fiersa Besari,Travel & Events,22.30.11,petualangan|petualang|perjalanan|travel|traveler|traveling|wanderer|wandering|eiger|adventure|sebuah|jurnal|indonesia|java|borneo|celebes|sumatra|papua|moluccas|jawa|kalimantan|sulawesi|sumatera|irian|maluku|barat|west|timur|east|selatan|south|utara|north|journey|music|musik|band|indie|independent|mount|gunung|mountain|sea|ocean|laut|pantai|beach|fiersa|besari|atap|negeri|provinsi|kerinci|kersik tuo|padang|jambi|solok,1173034,39714,3736
132,TGiXyQnFnys,Dasar orang KoreaMakan nasi goreng aja bahagia bingit bingit,2022-11-17,UCHoX7CztP2HlWACVVEtkv-w,Hari Jisun,Entertainment,22.30.11,none,1119936,47088,3323
133,W7UvvVhQEJM,Hero Ini Jadi Raja di Mobile Legends,2022-11-19,UCvh1at6xpV1ytYOAzxmqUsA,Jess No Limit,Gaming,22.30.11,mobile legends|mobile legend|mobile|legends|MLBB|moonton|jess no limit|jess|no limit|evos jess|evos|evos jess no limit|RRQ|RRQ lemon|lemon|tuturu|oura|evos oura|zxuan|cold|alucard|bocah|fanny|donkey|patrick|brandon kent|noobqueen|leokoce|emperor|fox moba|wannn|jes no limit|jes|top global|top|global|top 1|xinnn|dwi woii|day helder|gerrard wijaya|harapan bangsa|supreme|tutorial|bkent,563262,10524,857
134,CCSz2EMPW1I,PESAN CINTA DARI KAMI UNTUK ATTA HALILINTAR SELAMAT ULANG TAHUN ABANG,2022-11-20,UChC0SS7gzZcoNJShR9Qh8Nw,The Hermansyah A6,Entertainment,22.30.11,the hermansyah a6|anang|aurel|azriel|ashanty|arsy|arsya|keluarga asix|keluarga a6|asix|a6|keluarga hermansyah|berita terkini|berita terupdate|berita selebriti|selebritis|artis|infotainment|gosip terbaru hari ini|viral|trending|hits|gen halilintar|atta aurel|atta halilintar|thoriq fuji|arsy aurel|azriel sarah,270407,20733,1231
135,FYxJqJKpc60,YANG DITUNGGUTUNGGU AKHIRNYA PINDAH KE KANTOR BARU TIGER WONG ENTERTAINMENT ,2022-11-17,UC5xAPCVizxOfnMECMXkal2Q,Baim Paula,Entertainment,22.30.11,bapau|baim paula|baim wong|paula verhoeven|rafathar|nagita slavina|raffi ahmad|raffinagita|deddy combuzier|orang gila|prank|prankster indonesia|king of prank|jess no limit|ping pong challenge|otong|supir rafathar,797987,35547,4495
136,2xGqXSgS680,WAHFUJI MAU NGINEP DAN PARTY DIRUMAH VERRELL THORIQ LANGSUNG MAU NYAMPERIN  PRANK CALL,2022-11-17,UC7cTuJ22N0iIuEdYrEiMHTg,BRAMASTA VRL,Entertainment,22.30.11,vlog|verrell bramasta|prank|challenge|artis|indonesia|athalla|venna melinda|sinetron|sctv|rcti|bramastavrl|ranty maria|natasha wilona|anrez adelio|bila ku jatuh cinta|cinta tanpa alasan|cinta anak muda|penyanyi|single|actor,909985,22269,1100
137,9DcvOtYug3M,릴레이댄스 LE SSERAFIM르세라핌  Impurities 4K,2022-11-19,UCTQVIXvcHrR9jYoJ6qaBAow,M2,Entertainment,22.30.11,CJ100|Dance|KPop|Kpop|K팝|Live|M2|MPD|Mnet|impurities|le sserafim|le sserafim impurities|les serafim|김채원|댄스|라이브|레세라핌|르세라핌|르세라핌 임퓨리티|르세라핌 임퓨리티스|사쿠라|아이돌|안무|엠넷|엠투|엠피디|임퓨리티|임퓨리티스|카즈하|한국|허윤진|홍은채,2101754,111534,1522
138,TJohoL5UsVM,SEMUA FULL ITEM PAKE BUG NGACO BANGET SIH INI ,2022-11-20,UCv4Gn9zet7FyMH0n-OEneeg,Bass Klemens,Gaming,22.30.11,lemon|tuturu|jessnolimit|alucard|cold|zxuan|fanny|oura|evos|rrq|mpl|msc|mobilelegends|bang|tournamen|bangbang|kagura|moskov|nxl|nobodyg|aerowolf|sponsor|video|warpath|daylen|cakar|facebook|esports|berita|gamers|magicchess|chesstd|chessruss|littlehope|magic|chess|top|global|catur|moba,294015,5618,461
139,ShbqYtaIl58,Afgan  pendam  Official Music Video,2022-11-18,UCebb7o98FEA73WjNsCja5Xg,Trinity Optima Production,Music,22.30.11,trinity optima production|trinity|afgan|naura|mawar de jongh|official music video|lagu indonesia terbaru|pop|lagu pop terbaru|afgan pendam|pendam|afgan 62|62|afgan lestari merdu|afgan pulih|lestari merdu|lenggang puspita|pulih|chelsea islan|afgan chelsea islan|pendam afgan|afgan pendam live|afgan terbaru|lagu afgan|lagu afgan terbaru|afghan pendam|afgan terbaru 2022|lagu|pendam afgan lirik|afgan lagu baru|afgan lagu terbaru|lagu baru|lagu pendam,620393,4616,361
140,ujdbzNRLcGg,Tangis Bangga Ayah Aan Afan Kepalsuanmu Hasil Mengurung Diri di Kamar Asrama  DAcademy 5,2022-11-17,UCDjF5JQiaHh982vAgtAYCcw,DAcademy Indosiar,Entertainment,22.30.11,Dangdut Academy Indonesia|Dangdut Academy Indosiar|Dangdut Indosiar|Dangdut Academy|Dangdut Indonesia|Dangdut|ramzi|irfan hakim|rina nose|rita sugiarto|saipul jamil|iis dahlia|inul daratista|beniqno aquino|ivan gunawan|lesti|subro|dona|aty|frans|ikif|glenn|febro|eva|deswa,389473,5919,586
141,4qqZHeoGZuU,UNBW KEDATANGAN MURID DARI iKON  UNBW,2022-11-18,UCdpxBSzxXGz_J4K30YGvk_Q,BW,Entertainment,22.30.11,boy william|nebengboy|dibalik pintu|drinkswithboy|5menitaja|boy|iKON|iKON Band|iKON UNBW|DK iKON|JAY iKON|DK iKON UNBW|JAY iKON UNBW|BOY WILLIAM DK iKON|BOY WILLIAM JAY iKON|KOREA BOY BAND|iKON KOREA|iKON BOY BAND,1348259,125829,5231
142,Ajqc3o366wI,Semoga murah  Unboxing Xiaomi 12T Indonesia,2022-11-19,UC1dI4tO13ApuSX0QeX8pHng,GadgetIn,Science & Technology,22.30.11,none,1141455,25195,3456
143,axk92wSkg64,Judika  Medley Song  The Indonesian Next Big Star,2022-11-19,UCcYhl60ZtxJBJITB1gywE2w,The Indonesian Next Big Star,Music,22.30.11,The Indonesian Next Big Star|Ikon|iKon|dk ikon|jay ikon|boy william|Sandi Sandoro|Maia Estianti|Judika|Robby Purba|kpop|sik sik batumanikam|bagaimana kalau aku tidak baikbaik saja|TINBS|Indonesian Next Big Star|RCTI|TINBS RCTI|The Indonesian Next Big Star RCTI|RCTI Plus|Talent Search|Ikon Jay|Ikon DK|Boy William|Sandhy Sandhoro|Maia Estianty|robby purba|the indonesian next big star rcti,335441,12638,436
144,JrJfmEnVrwE,CERITA MASALALU DAN ALASAN KELUARGA KALIDERES,2022-11-18,UCFQoE23adk7NSPNhBlanu4w,Hirotada Radifan,Entertainment,22.30.11,none,1335156,47662,2598
145,4q9B5GEDM3g,Rossa  Hati Yang Kau Sakiti Korean Version  The Indonesian Next Big Star,2022-11-19,UCcYhl60ZtxJBJITB1gywE2w,The Indonesian Next Big Star,Music,22.30.11,The Indonesian Next Big Star|Ikon|iKon|dk ikon|jay ikon|boy william|Sandi Sandoro|Maia Estianti|Judika|Robby Purba|kpop|rossa korean version|hati yang kau sakiti korean version|TINBS|Indonesian Next Big Star|RCTI|TINBS RCTI|The Indonesian Next Big Star RCTI|RCTI Plus|Talent Search|Ikon Jay|Ikon DK|Boy William|Sandhy Sandhoro|Maia Estianty|the indonesian next big star rcti|robby purba,220067,7801,268
146,5mUQyz0kukk,Meghan Trainor  Made You Look Again,2022-11-16,UCf3cbfAXgPFL6OywH7JwOzA,MeghanTrainorVEVO,Music,22.30.11,meghan trainor|thank you|treat myself|nicki minaj|nice to meet ya|title|christmas|christmas album|meghan trainor christmas|last christmas|my kind of present|christmas season|christmas music|all about that bass|like im gonna lose you|no excuses|epic|epic records|new music|dillon francis|jay dixie|treat myself deluxe|workin on it|lennon stella|sasha sloan|wave|mike sabbath|meghan trainor bad for me|takin it back,6445688,183680,4146
147,fJFukxSWwnw,SLAM,2022-11-16,UC5Et9DRe0DEj4Jzcsr8gHYQ,SECRET NUMBER  Topic,Music,22.30.11,SECRET NUMBER|TAP|SLAM,423827,31504,134
148,hDW7YlhZb6M,CIPUNG RAYYANZA ULANG TAHUN PERAYAANNYA BAKAL MEWAH  RAFFI EVERYWHERE E11 NAGITA TIBA TIBA TENIS,2022-11-18,UCU7U3fcM-PQs39jFSj5pVMg,NOICE,Entertainment,22.30.11,Noice|podcast|noise|noice meme podcast|raffi everywhere|raffi ahmad|raffi everywhere terbaru|trio kurnia|trio kurnia terbaru|trio vincent andre desta|tiba tiba tenis|vindes sport|tenis raffi desta|raffi vs desta|tiba tiba tenis wulan guritno|enzy dion tiba tiba tenis|tiba tiba tenis rans|soleh solihun|soleh solihun tenis|soleh tiba tiba tenis|tiba tiba kalah tenis|soleh vincent|desta tenis raffi ahmad|vindes|nagita slavina|cipung rayyanza|cipung|gigi,514732,8685,294
149,3kRcBL8eEVs,Raisa  Bertahan  Pergi,2022-11-16,UCWtEVSoHjLN0tJNj2rgnhqg,RaisaVEVO,Music,22.30.11,Raisa|Bertahan|Pergi|Juni|Records|Pop,838321,29379,2453
150,g14L1QSDIVU,VLOGGG RECEH Belanja Bulanan,2022-11-16,UCGd6ly1Govd77mjyvSKjRtA,Arief Muhammad,Entertainment,22.30.11,arief muhammad|poconggg|tiara pangestika|tipang|daily vlog indonesia|ibrahim wishaka el emran|ibrahim,676163,29878,2141
151,tPneqSUq8G8,Rich Brian  VIVID feat NOT Official Music Video,2022-11-17,UCZW5lIUz93q_aZIkJPAC0IQ,88rising,Music,22.30.11,88rising|rich brian|niki|joji|jackson wang|head in the clouds|not|rich brian vivid|rich brian the sailor|rich brian 1999|rich brian brightside|rich brian amen|hiphop|edamame|bbno|yung gravy|cest la vie|midsummer madness|shangchi|rich brian run it|rich brian gospel|rich brian history|rich brian california|rich brian drive safe|head in the clouds festival|rich brian hitc|indonesia|music video|official video|lyric video,1593595,28837,881
152,DM3MqjTeEjU,LIVE Welcoming Dinner and Cultural Performance G20 Indonesia Bali 15 November 2022,2022-11-15,UC_m_NBgf7ieJBHzb6vvJC5A,Sekretariat Presiden,News & Politics,22.30.11,none,2433628,51729,4648
153,NPjZTfNEaLI,NMIXX SEVENTEEN 아주 나이스VERY NICE Dance Practice,2022-11-17,UCnUAyD4t2LkvW68YrDh7fDg,NMIXX,Music,22.30.11,JYP Entertainment|JYP|NMIXX|엔믹스|릴리|LILY|LILY M|해원|HAEWON|오해원|설윤|SULLYOON|설윤아|지니|JINNI|최윤진|배이|BAE|배진솔|지우|JIWOO|김지우|규진|KYUJIN|장규진|JYPn|kpop|girlgroup|ENTWURF|DICE,972231,68960,1628
154,h4iXRvfSQIo,Jurnalrisa 219  MENGUJI NYALI NCESS NABATI DI RUMAH KOSONG,2022-11-17,UCKFC1LYWw1fbe9LNfm2vEPg,Jurnal Risa,People & Blogs,22.30.11,jurnalrisa|risa saraswati|danur|asih|penelusuran|GhostCarTours|JurnalCeritaSejarah|TanyaRisa|peter cs|peter cs jurnalrisa|penelusuran jurnalrisa|ghostbustour|ghostcartour|jurnalrisa ghostbustour|jurnalrisa ghostcartour,649215,24062,1870
155,pn6-KDk1a0U,Alina TERLUKA Karena Melindungin Syifa  Tajwid Cinta Episode 10,2022-11-17,UCTbbyWF1FWQIcng2Gg2CnxQ,Sinetron SCTV,Entertainment,22.30.11,kompilatop|sinetron sctv|tajwid cinta|sinetron tajwid cinta|tajwid cinta episode 10|tajwid cinta hari ini|highlight tajwid cinta|cut syifa dan harris vriza|afifah ifahnda,311119,2428,242
156,11U47EtaPgY,BEOMGYUs you Original Song LANY  TXT 투모로우바이투게더,2022-11-16,UCtiObj3CsEAdNU6ZPWDsddQ,TOMORROW X TOGETHER OFFICIAL,Music,22.30.11,투모로우바이투게더|TOMORROW X TOGETHER|TXT|연준|수빈|휴닝카이|태현|범규|YEONJUN|SOOBIN|HUENINGKAI|TAEHYUN|BEOMGYU|빅히트뮤직,1319117,178067,13680
157,Z-14ZafwWmg,ASTAGAAA SAKURANI MELAHIRKAN KOK BISA ANAK SIAPA ITU SAKURA SCHOOL SIMULATOR  PART 614,2022-11-16,UCs89kFyfKM24SFFAb_vqpBQ,Ani Nurhayani,Entertainment,22.30.11,aningegame|sakuraschoolsimulator|sakuraschoolsimulatorindonesia|idsakura|idsakuraschoolsimulator,322574,6162,274
158,bEdURcYB1DM,Viral Aksi Pemotor Halangi Mobil MPV Lawan Arus Berhasil Menarik Perhatian Netizen,2022-11-17,UCAWAdOaScOQFGARJMjo4qhA,Tribunnews Sultra Official,News & Politics,22.30.11,Viral|Video Viral|Kendari|Sulawesi Tenggara|Sultra|Tribunnews Sultra|pemotor|mobil lawan arus|lalu lintas|tribunnews sultra,2293359,7883,2543
159,6p4SeR3pliM,Nike FC Presents the Footballverse,2022-11-16,UCNhxq7He5p-_FdBh0OaxcQg,Nike Football,Sports,22.30.11,Nike|Nike commercial|Footballverse|Nike FC|Cristiano Ronaldo|Kylian Mbappe|Ronaldinho|R10|Ronaldo|R9|Alex Morgan|Virgil van Dijk|Kevin De Bruyne|Leah Williamson|Phil Foden|Carli Lloyd|Edgar Davids|Sam Kerr|Shane Kluivert|CR Jr,6622912,222459,7437
160,lXtrLjjEFNw,KisMyFt2 Rebirth StageMusic Video,2022-11-17,UCwVX4BFoELC1lfOFMzbJlOg,KisMyFt2,Entertainment,22.30.11,none,5466549,0,2438
161,KWuuiLxaq3c,SHEPIN MISA  MANGKU PUREL Official Music Live SIJI LORO TELU MANGKU PUREL NENG KARAOKEAN,2022-11-17,UCADAu4Ca2zipojrludvFnaw,Berkah Talenta,Music,22.30.11,berkah talenta|musik|music|indonesia|lagu jawa|lagu dangdut|koplo|dangdut|shepin misa|shepin viral|shepin trending|mangku purel|mangku purel neng karaokean|adella mangku purel|berkah talenta mangku purel|sasya arkhisna|happy asmara|denycaknan|siji loro telu|shepin misa terbaru|shepin misah full album|shepin misa terbaru 2022|shepin misah full album 2022|Kowe wes lali omah|Mangku Purel Neng Karaokean|Sumpaho Janji Karo Atimu|Aku Wes nate kondo awakmu,188137,2014,226
162,cZJADfjPOXs,BAKSO PALING MENEGANGKAN MICIN DAN BAWANG GORENGNYA ASAL DI SEMBUR,2022-11-17,UCzkPdqu5kr09G6d0Zi95uYw,Farida Nurhan,People & Blogs,22.30.11,none,489336,8252,372
182,Lc5nAghWbX8,EKSKLUSIF  LUNA MAYA  AYU TING TING DUDUK BARENG BAHAS MASALAH MASA LALU  ADA APA ,2022-11-12,UCyjQkeVSZiAuHnlNutEcP4w,Luna Maya,Entertainment,22.30.11,LUNA MAYA|boy william|ayu ting ting|dibalik pintu|ayu tingting|ramalan denny darko|ayu ting ting boy william|nebeng boy|ivan gunawan|rahasia ayu  boy|ayu ting ting  boy william|pacar ayu ting ting|ayu ting ting dan boy william pelukan|ayu ting ting dan boy william menikah,1172758,43539,3155
163,9uljJ4-ntH8,INGET KA MANTAN  ADE ASTRID X GERENGSENG TEAM LIVE ANGKRINGAN TEH ITA  ADUH JADI INGET KA MANTAN,2022-11-14,UCzxLFG_G8UwCB4hKrOnSWDg,SEMBADA MUSIC,Music,22.30.11,Sembada Music|ade astrid gerengseng team|ade astrid inget ka mantan|gerengseng team inget ka mantan|ade astrid angkringan teh ita|inget ka mantan|sembada|sembada inget ka mantan|inget ka mantan ade astrid|inget ka mantan gerengseng team|inget ka mantan sembada music|inget ka mantan sembada|inget ka mantan gerengseng|inget ka mantan angkringan teh ita|sembada music ade astrid|ade astrid sembada|cover lagu inget ka mantan|ade astrid|jadi inget ka mantan,919985,8362,370
164,4Qg4fx1j54s,Jamuan Makan Malam Pemimpin G20 GWK Bali 15 November 2022,2022-11-16,UC_m_NBgf7ieJBHzb6vvJC5A,Sekretariat Presiden,News & Politics,22.30.11,none,1019549,23185,2661
165,Mu4DqDog8lk,S02E15 Episode Spesial TWK Tes Wawasan Komika  Tes Wawasan Kebangsaan,2022-11-17,UCzI8ArgVBHXN3lSz-dI0yRw,Narasi,Entertainment,22.30.11,narasi|Tes Wawasan Kebangsaan|UIN|IPDN|Narasi Signature|Narasi Original|Jadi Paham,334684,10257,462
166,qWmA0mYhd_4,TIBA TIBA TENIS 2022 PERSEMBAHAN VINDES SPORT DESTA VS RAFFI,2022-11-12,UC1L5t_qRObt_njnkihXXIUA,VINDES,Sports,22.30.11,none,10521629,239767,11186
167,aqW4xXUgmno,CHOREOGRAPHY BTS 방탄소년단 달려라 방탄 Run BTS Dance Practice,2022-11-13,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,Music,22.30.11,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|kpop|방탄|jhope|Jung Kook|Jimin|BTS V|Jin,33356754,2612783,97550
168,Hj40Ggb61SA,16RIBU DAPET AYAM JUMBO SAMBEL GANAS FRESH DIANTRIIN BERJAM JAM,2022-11-15,UCGIomg-LEgMqE_7ZRzmD6hA,Boengkoes,People & Blogs,22.30.11,boengkoes|bungkus|street food|kuliner indonesia|wisata kuliner|warung emak|warung ayam geprek emak|ayam geprek|ayam geprek enak di jakarta|ayam geprek murah meriah|spicy food indonesia|telur geprek|makanan pinggir jalan|kuliner enak dan murah di kuningan jakarta|ayam geprek jumbo|ayam geprek mak fani|makanan hidden gem jakarta,427002,7284,368
169,tUEraaV5inc,CHEN 첸 사라지고 있어 Last Scene MV,2022-11-14,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,Music,22.30.11,첸|사라지고 있어|엑소|뮤비|뮤직비디오|박해수|chen|last scene|exo|mv|music video|teaser|park haesoo|dramatize|드라마타이즈|이별|감성|가을|발라드,1843522,252278,39681
170,d3gQmbAcvUA,Metropedia Ada Potensi Tsunami Raksasa Kita Bisa Apa,2022-11-13,UCzl0OrB3-ehunyotIQvK77A,metrotvnews,News & Politics,22.30.11,metrotvnews|medcomid|berita viral|berita terkini|berita hari ini|berita update|metrotv|portal berita|berita|news channel|berita video|berita dunia|headline news|news word|metro global network,3770055,30229,8745
171,7EtFOU62-7A,AYANG  Difarina Indra Adella  OM ADELLA,2022-11-15,UCP3J77MiNCYxhRnfHmeWk7Q,Henny Adella,Music,22.30.11,Henny Adella|Adella Terbaru 2022|Satru 2|Tiara|difarina Indra|Joko Tingkir|Dangdut Koplo|Music of Asia|Lagulagu duet adella|Ayang|difarina indra adella|Difarina Indra adella  henny adella|nabila maharani|ayang cover nabila|live music performance,1326260,18128,1739
172,k5pz9KEVcSw,Challenge Baloyskie Maen Natalia Jungler Nyesel Gw Kasih Dia Maen Nata Bangke  Mobile Legends,2022-11-15,UCmtAg_U0wvmWdxTlceISdEw,Jonathan Liandi,Gaming,22.30.11,MOBILELEGENDS|MOBILELEGENDSINDONESIA|MLBB|MLBBINDONESIA|JONATHANLIANDI|EMPEROR|GUSIONEMPEROR|EMPERORMOBILELEGENDS|VLOGJONATHANLIANDI|EMPETALK|REACTIONJONATHANLIANDI|KANGFREESTYLE|DUTAMYANMAR|YANGPENTINGFREESTYLEDULUBOSS|YOUTUBEJONATHAN|EMPACTION|REACTIONTIKTOKJONATHAN|GEEKFAMID|ONICPH|BALOYSKIE|GEEKBALOYSKIE|MPLSEASON10|BALOYSKIEFRANCO|BALOYSKIENATALIA|BALOYMPLID|GEEKFAMVSBLACKLIST|BALOY|JANAAQT|NATALIABALOYSKIE|BALOYNATA|NATALIAONICPH|NATALIA|TOPGLOBALNATALIA|SUPREMENATALIA|TUTORIALNATALIA,1168851,34773,1411
173,108p_2vWPNQ,Cerita Irwan Sumenep Berhasil Mempersunting Pujaan Hatinya  PAGI PAGI AMBYAR 151122 P1,2022-11-15,UCIohHXwCEKxWCLvAguJ-GjA,TRANS TV Official,Entertainment,22.30.11,IRWAN SUMENEP|YUSUF MAHARDIKA|QORIN|RIAN IBRAM|DEWI PERSSIK|KING NASSAR|CAREN DELANO|TRANSTV|TRANS TV|TRANSMEDIA|LIVE STREAMING TRANS TV|TRANS TV LIVE STREAMING|TERBARU|ACARA TRANS TV|TRANS TV LIVE|TRENDIN|VIDEO TRENDING|TRENDING HARI INI|GOSIP|SHORTS|SELEBRITI|ARTIS,1256315,12509,1356
174,L5Cb67mqPRY,Episode Spesial  Milyhya x Kobo Kanaeru,2022-11-12,UC0ohl1eKTtlJNqbD-HWRQVg,MILYHYA,Gaming,22.30.11,milyhya|kobo|kanaeru|mas|oddy|remi|ivan|valorant|fps|dbd|horror|visual|novel|story|vn|collab|game|gaming|film|isekai|anime|vtuber|hololive|id|indonesia,3604968,252796,11594
175,xhZ3ZhpbyQk,PHOTOSHOOT DALAM RODA DI INDONESIAS NEXT TOP MODEL MAS PANCA UNJUK GIGIH,2022-11-15,UC2gcH_Ga4vmLz3cLnXPHJoA,ganegani,People & Blogs,22.30.11,Ayu Gani|Ganegani|model|model wanita|professional model|asias next top model|Indonesias Next Top Models|Photoshoot Yang Menakutkan|intm|viral|cycle 3|INTM CYCLE 3|mas panca|luna maya|Shynka|Marella Mulwanto|Trixie Theola|Monica Bajunaid|Berlian Aura|Nathalie Kezia|Fey Zee|Kezia Tan|Intania Rachma|Shalfa Putri|Coco Callista|Nadia Vanessa|Denissa Advenetta|Michelle Kerdjk|Iko Bustomi|Raisa Almira|Olivia Pramaisella|Paula Andrea,382331,2955,173
176,UF6y_ejb1lg,Red Velvet 레드벨벳 The ReVe Festival 2022  Birthday Mood Sampler,2022-11-14,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,Music,22.30.11,레드벨벳|red velvet|birthday|아이린|조이|슬기|웬디|예리|irene|joy|seulgi|wendy|yeri|The ReVe Festival 2022|The ReVe Festival 2022  Birthday,1198105,142056,5452
177,PlGqaKeJCoM,COBAIN NASI GANDUL SARWENDAH DAN BETRAND KETAGIHAN  THE ONSU FAMILY,2022-11-16,UCJvQLi9uJEGBpD8t3DZyHpw,The Onsu Family,Entertainment,22.30.11,The Onsu family|the onsu family terbaru|betrand peto ruben onsu|onsu family|diary the onsu|ruben sarwendah|sarwendah cherrybelle|onsu family terbaru|thania the onsu|lucinta luna|kakak beradik podcast|mami nia|thania putri onsu|thania dan sarwendah|betrand peto putra onsu|ruben onsu family|sarwendah thania|sarwendah thalia|betrand the onsu|onyo the onsu,465335,11555,480
178,16lNepWS8VU,JURNAL NGANGKOT RASA PENELUSURAN,2022-11-15,UCKFC1LYWw1fbe9LNfm2vEPg,Jurnal Risa,People & Blogs,22.30.11,jurnalrisa|risa saraswati|danur|asih|penelusuran|GhostCarTours|JurnalCeritaSejarah|TanyaRisa|peter cs|peter cs jurnalrisa|penelusuran jurnalrisa|ghostbustour|ghostcartour|jurnalrisa ghostbustour|jurnalrisa ghostcartour|Jurnal ngangkot rasa penelusuran|jurnal ngangkot,571689,24970,1435
179,V6Awp7ZmVZM,Korban Kecelakaan di Warkop Mbok Darmini HORORMISTERI  Kartun Hantu Animasi Horror,2022-11-13,UC7GWXKxiy9_AU9TytEh00eg,Rizky Riplay,Film & Animation,22.30.11,hantu|rizky riplay|kartun|kartun hantu|kartun horor|animasi hantu|animasi horor|cerita misteri|horor misteri|cerita hantu|cerita horor|hantu kartun|film animasi horor|animasi horror|animasi|kartun horror|hantu warung|hantu warkop|warkop hantu|warung hantu|hantu korban|korban kecelakaan|hantu kecelakaan|hantu korban kecelakaan|hantu penasaran|warung setan|warkop setan|hantu ngopi|hantud i warkop,1134110,23376,2196
180,0mGIZx6soSE,Kecantikan Wulan Guritno Bikin Pak Bolot Sembuh,2022-11-14,UCo1CFjot3CX97sn_ngJnGPg,Ini Talk Show,Comedy,22.30.11,net|media|netmedia|netmediatama|indonesia|jakarta|net tv|gosip|artis|seleb|selebriti|ini talk show|sule|andre|talk show|comedy|komedi,703742,3505,205
181,M4lpT5MpUqA,PAGIPAGI RUMAH AYU TING TING DISERBU TAMU TAK DIUNDANG  TIBATIBA DATANG,2022-11-12,UCrrimexxJpH-zLIrg_IPV_w,MOP Channel,Entertainment,22.30.11,MOP Channel|MOP|ruben onsu|jordi onsu,1558761,45870,3130
184,QAyQTElZBh0,ISTANA CINERE AKHIRNYA SELESAI AMEENA JADI YANG PERTAMA NGINEP,2022-11-12,UChC0SS7gzZcoNJShR9Qh8Nw,The Hermansyah A6,Entertainment,22.30.11,the hermansyah a6|anang|aurel|azriel|ashanty|arsy|arsya|keluarga asix|keluarga a6|asix|a6|keluarga hermansyah|berita terkini|berita terupdate|berita selebriti|selebritis|artis|infotainment|gosip terbaru hari ini|viral|trending|hits|gen halilintar|atta aurel|atta halilintar|thoriq fuji|arsy aurel|azriel sarah,2724218,33845,967
185,U82wue4_FfI,AKHIRNYA SKIN SPESIAL FROST DIAMOND VERSI PERTAMA SUDAH ADA DI STUMBLE GUYS SERBA ES BEKU,2022-11-14,UC4hGmH5sABOA70D4fGb8qNQ,Frost Diamond,Gaming,22.30.11,Frost|Diamond|Tutorial|Minecraft|stumble guys|stumble short cut|stumble jalan pintas,671381,26702,4484
186,Cu27UjsAmJI,Sedikit tips Parenting dari Nikita Willy,2022-11-12,UCEVbeHvzZluIW261NtIrXIQ,Nikita Willy Official,People & Blogs,22.30.11,Nikita Willy|Indra Priawan|indra priawan nikita willy|indra priawan djokosoetono|nikita willy official|travel vlogger|nikita willy vlog channel|nikita willy travelling|kehamilan|pregnancy|nikita willy babymoon|amerika|wealthy|family|Lahiran|babymoon|viral|sultan|sinetron nikita willy|nikita main sinetron lagi|sinetron nikita|parenting nikita willy|parenting artis|parenting anak ala artis|parenting indonesia|anak artis|baby issa|nikita willy dan baby issa,1139472,19693,647
187,b-B9Pvw2ZJs,PANTIASUHAN KOK ENDINGNYA BEGINI BANGET SIH,2022-11-13,UCFQoE23adk7NSPNhBlanu4w,Hirotada Radifan,Entertainment,22.30.11,none,1289000,79793,10190
