trending_no,video_id,title,publishedat,channelid,channeltitle,categoryid,trending_date,tags,view_count,likes,comment_count
11,yuLP8zSq4HY,Pokemon Violet is a stable game with no glitches at all,2022-11-29,UCG6zBb8GZKo1XZW4eHdg-0Q,PointCrow,Gaming,22.30.11,pokemon|pkmn|pokemon violet|pokemon scarlet|pokemon scarlet and violet|new pokemon games|new pokemon game|pointcrow|point crow|pointcrow pokemon|point crow pokemon|pokemon glitch|scarlet glitch|violet glitch|pokemon glitches|glitching pokemon scarlet and violet|glitch|glitches|gen 9|glitch pokemon|pokemon scarlet and violet gameplay|gameplay|nintendo|gaming|pokemon scarlet and violet review|scarlet and violet pokemon|pokemon scarlet violet|playthrough|review,255192,15262,925
12,tZsdujCR5ck,Highlights Pulisic sends United States into second round  World Cup 2022,2022-11-29,UCW6-BQWFA70Dyyc7ZpZ9Xlg,BBC Sport,Sports,22.30.11,BBC|BBC Sport|Highlights|2022|world cup 2022|football|soccer|doha|qatar|qatar 2022|world cup|fifa world cup 2022|fifa|fifa world cup|usa vs iran|us vs iran|us v iran|usa v iran|iran v usa|irans vs usa|iran v us|united states|usmnt|iran|us|usa|usa 10 iran|us 10 iran|christian pulisic|pulisic|pulisic goal,180499,1622,348
13,kaGKuYXiEyw,Need for Speed Unbound Gameplay Walkthrough Part 1  The Intro,2022-11-29,UCeePGrzBN3B2GurSkd_bwPQ,BlackPanthaa,Gaming,22.30.11,nfs unbound|nfs|unbound|lets|play|walkthrough|gameplay|game|car|cars|customization|intro|walk|through|guide|build|first|start|cutscene|all|movie|story|racing|PS5|xbox|series x|series s|2022|nfs 2022|need for speed|need for speed unbound,416675,17138,1925
14,k_2mklepN9E,TRAILER  Training Ground  Michael Beale Day One  29 Nov 2022,2022-11-29,UCVaGyBPoEAZItDjlFPsRcSA,Rangers Football Club Official,Sports,22.30.11,Rangers|Rangers FC|Rangers Football Club|RangersTV,22189,0,89
15,XlD6IqYs4x0,Will Smith Finally Addresses Oscar Slap  The Daily Show,2022-11-29,UCsv4YOF2RBYh0NQ1vuHQ-hg,Comedy Central UK,Comedy,22.30.11,comedy central|comedy central uk|the daily show with trevor noah|trevor noah|interview|will smith|will smith slaps chris rock|will smith slap|oscar slap|oscars 2022|comedic interview|jada smith|jaden smith|willow smith|trey smith,52067,714,419
16,s2-LtUBsVtg,Worlds CRAZIEST Mind Tricks Optical Illusions,2022-11-29,UCyeVfsThIHM_mEZq7YXIQSQ,MoreAliA,Gaming,22.30.11,none,395701,7949,662
17,XiFAtqmnXxU,The Mean One  Official Trailer Grinch Horror Parody 2022 David Howard Thornton Krystle Martin,2022-11-28,UCWJ5MfdQZ6jXbF5gYuSAf5Q,IGN Movie Trailers,Entertainment,22.30.11,Comedy|Horror|The Mean One|XYZ Films|The Mean One Official Trailer|The Grinch|Grinch parody|Grinch horror|Christmas horror|horror|comedy|ign|movies|movie|How the Grinch Stole Christmas|Dr Seuss parody|the mean one trailer|the mean one grinch parody|grinch horror movie|the grinch horror movie|movie trailers|movie trailer|new movies|new movie trailers|upcoming movies 2022|new movies 2022|2022 new movies|2022 trailers|new trailers|ign movie trailer,455801,7236,801
18,zh6n8lMZIhY,7 Continents In 7 Days  South America Day 6,2022-11-28,UCQCrKxBj5Id79syQEsY2Qxg,Simon Wilson,People & Blogs,22.30.11,Simon Wilson|simon wilson|travel|no money|travelling|Challenge|tourism|solo|sneaking|europe|cheap|budget|africa|asia|oceania|north america|south america|antarctica|seven continents|7 continents|7 days|seven days|race|travel challenge|flight|24 hour challenge|expensive|7 wonders in 7 days|seven wonders in seven days|7 continents in 7 days|seven continents in seven days|simonjwils|brazil|chile|santiago|colombia|venezuela|argentina|crime|gang|violence|police|scam,200301,10984,1370
19,_u-7rWKnVVo,Metallica Lux Æterna Official Music Video,2022-11-28,UCbulh9WdLtEXiooRcYK7SWw,Metallica,Music,22.30.11,metallica|metallica tour|metallica live|metallica concert|metallica in concert|metallica song|metallica city|metallica country,5013636,276882,31593
20,fNJMOR6x-4s,ATEEZ에이티즈  Paradigm Official MV Performance ver,2022-11-29,UCQdq-lqPEq_yZ_wP_kuVB9Q,KQ ENTERTAINMENT,Music,22.30.11,KQ|케이큐|에이티즈|패러다임|에이티즈 일본|에이티즈 일본 앨범|에이티즈 앨범|에이티즈 뮤비|에이티즈 뮤직비디오|에이티즈 패러다임 뮤비|ATEEZ|PARADIGM|Paradigm|ATEEZ JAPAN|ATEEZ JAPAN ALBUM|ATEEZ ALBUM|ATEEZ MV|ATEEZ Music Video|ATEEZ Paradigm MV,608802,113751,7981
21,6ej4gHhUzek,チェンソーマン第８話ノンクレジットエンディング  CHAINSAW MAN 8 EndingTK from 凛として時雨first death,2022-11-29,UCjfAEJZdfbIjVHdo5yODfyQ,MAPPA CHANNEL,Film & Animation,22.30.11,チェンソーマン|CHAINSAWMAN|ジャンプ|藤本タツキ|MAPPA|アニメ|ANIME|戸谷菊之介|楠木ともり|坂田将吾|ファイルーズあい|Chainsaw man|Anime Trailer|ファイアパンチ|ルックバック|Official Trailer|アニメ PV|チェ|チェンソー|田中脊髄剣|デンジ|マキマ|パワー|denji|makima|power|aki|早川アキ|牛尾憲輔|呪術廻戦|aot|瀬古浩司|中山竜|ジャンプ|tatsuki fujimoto|ryu nakayama|米津玄師|常田大希|マキシマムザホルモン|vaundy|ずっと真夜中でいいのに|ずとまよ|people1|女王蜂|凛として時雨|syudou|Aimer|Eve|ano|津田健次郎|井澤詩織|伊瀬茉莉也|高橋花林|八代拓|TOOBOE|コベニ|岸辺|姫野|ポチタ|残機|ztmy|first death,1616304,88116,4406
22,y6t7MaDS2FQ,Ronnie OSullivans 334 Century  2022 BetVictor Scottish Open,2022-11-29,UC5lTEvtwu6SR3LMSmU9VZ2Q,World Snooker Tour,Sports,22.30.11,snooker|sports|cue sports|ronnie osullivan|mark selby|judd trump|neil robertson|shaun murphy|replay|World Snooker|pool|snooker 2021|snooker welsh open|snooker 2021 welsh open|live snooker|snooker championship 2021|snooker 2020|players championship snooker 2021|world snooker|snooker shootout|snooker world championship 2020|snooker game|snooker best shots|snooker 147|snooker shootout 2021|snooker masters 2021,182805,2547,441
23,JwvWLYWzJvY,24 Hours With Rita Ora and Taika Waititi  Vogue,2022-11-29,UCRXiA3h1no_PFkb1JCP0yMA,Vogue,People & Blogs,22.30.11,24 hours with rita ora|24 hours with taika waititi|24 hours with vogue|düsseldorf|düsseldorf mtv european music awards|first date|first date rita ora|rita ora|rita ora albanian|rita ora and taika waititi|rita ora taika waititi|taika|taika waititi|vogue|vogue 24 hours with,147016,4113,178
24,ecsWfDLtoc8,Run BTS 2022 Special Episode  RUN BTS TV Onair Part 2,2022-11-29,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,Music,22.30.11,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|kpop|방탄|jhope|Jung Kook|Jimin|BTS V|Jin,2679887,315450,9281
25,XbgJPKFxHXI,When You Finish Saving The World  Official Trailer HD  A24,2022-11-29,UCuPivVjnfNo4mb3Oog_frZg,A24,Film & Animation,22.30.11,a24|a24 films|a24 trailers|independent films|trailer|HD|official|movie|film|a24 movies|oscar winner|academy award winner,436653,14085,664
26,1nF2Uo2eVDA,We Bought 3 Cheap Wrecked Exotic Cars For Less  Than A C8 Z06 Corvette  Car Trek S9E1,2022-11-28,UCvAhDxNNUDhi78tMXVGBUaQ,Tavarish,Autos & Vehicles,22.30.11,aston martin|mercedes|amg|hyundai|bmw|lamborghini|ferrari|toyota|supra|mr2|sw20|3sgte|2jz|1jz|sl55|r230|r231|m113k|vantage|v8|v12|v10|v6|gallardo|turbo|cheap|budget|diy|wrench everyday|doug demuro|chrisfix|hoovies garage|tavarish|jalopnik|motor trend|roadkill|hack|bendpak|tools|lift|4 post|quick jack|welding|how to|tutorial|audi r8|ferrari 458|salvage|rebuilt|675lt|mclaren|lemons|c8 z06|corvette|c8|emelia hartford|supercar|wrecked exotic|ed bolian|VINwiki,603349,27685,1867
27,B7xmqFBuK9k,FLO  Not My Job Live  Vevo DSCVR Artists to Watch 2023,2022-11-28,UCH7xsfR4N_J2VJ-9uL4kyIA,FloLikeThisVEVO,Music,22.30.11,FLO|Not|Job|Live|Vevo|DSCVR|Artists|Watch|UniversalIsland|Records|Ltd|new FLO|Cardboard Box|FLO live|FLO Girl Group|new girl groups|RB|new RB|classic RB|Feature Me|Summertime|Vevo DSCVR|DSCVR Artists To Watch 2023|Artists To Watch|pop|new pop|DSCVR ATW 2023|new music|new music 2023|best music of 2022|2022 year in review|FLO The Edge|Stella|Renee|Jorja|MNEK|Dua Lip|Spice Girls|Sugababes|Usher,112278,16012,1105
28,gmJqEbfwi9M,Third Round Draw  Emirates FA Cup 202223,2022-11-28,UCChcWqwYXCEs657MQ00qVWA,The Emirates FA Cup,Sports,22.30.11,Third Round Draw Live|Live FA Cup Draw|Third Round Draw,76526,1091,97
29,XwcK-twSXB4,KARA 카라 WHEN I MOVE Official MV,2022-11-29,UCbxYZzVHUrv-AhR6KZzGo0A,KARA Official,Music,22.30.11,none,1917206,132501,9779
30,q53WWJz7T3E,Salims Wild 21st Birthday in Vegas,2022-11-29,UCkhxWF5CTMUgxneqAFP96LQ,NELK,Comedy,22.30.11,prank|pranks|nelk|nelkfilmz|nelkfilms|Nelk|NELK boys|Nelk films|Nelk Filmz|stevewilldoit|salim the dream|prank videos|funny pranks|best pranks|nelk clips|full send|full send clips|nelk golf|nelk boys prank|nelk twitch|nelk podcast|Kyle|Kyle from nelk|full send shorts|fullsend|salim|steve will do it|podcast|full send podcast,432321,12483,0
31,xLvoGjTqSNs,Deku VS Asta My Hero Academia VS Black Clover  DEATH BATTLE,2022-11-28,UCB9_VH_CNbbH4GfKu8qh63w,DEATH BATTLE,Entertainment,22.30.11,DEATH BATTLE|Rooster Teeth|RT|DBX|DEATH BATTLE Cast|screwattack|my hero academia|deku|all might|one for all|all for one|my hero|izuku|midoriya|superhero|hero|ua high|black clover|asta|liebe|magic|anti magic|devil|demon|unite|union|grimoire|five leaf clover|black bulls|wizard king|number one hero|symbol of hope|animation|fight|versus|ben singer|chad james,1012865,55484,12712
32,ETSit2XvZjI,Missing a punch in ANY fight,2022-11-28,UCI1XS_GkLGDOgf8YLaaXNRA,CalebCity,Comedy,22.30.11,none,769674,115996,2806
33,McGnGhlRLNE,Bruno Fernandes scores twice as Portugal beat Uruguay  World Cup 2022,2022-11-28,UCW6-BQWFA70Dyyc7ZpZ9Xlg,BBC Sport,Sports,22.30.11,BBC|BBC Sport|Highlights|2022|world cup 2022|football|soccer|doha|qatar|qatar 2022|world cup|fifa world cup 2022|fifa|fifa world cup|portugal|uruguay|portugal 20 uruguay|portugal 20 uruguay highlights|bruno fernandes|bruno fernandes goals|cristiano ronaldo,245866,2618,756
34,Ut1OzEVUiM4,Red Velvet 레드벨벳 Birthday MV,2022-11-28,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,Music,22.30.11,레드벨벳|벌쓰데이|벌스데이|생일|아이린|슬기|예리|웬디|조이|뮤직비디오|뮤비|red velvet|birthday|irene|seulgi|yeri|wendy|joy|party|music video|mv|the reve festival|리브 페스티벌,6903084,623258,30717
35,u-YhxMVuY5Y,This Watch Is All That Survived a Tragic Boat Accident in 1977,2022-11-28,UCD80T1s2Za4K682CQDGwEKQ,Wristwatch Revival,Howto & Style,22.30.11,none,148921,11529,907
36,CYw4CvUSaLM,Nike SB  Nyjah Huston  Need That,2022-11-28,UCMAwhaxBOE-2xfX2Kcdqy9Q,nikeskateboarding,Sports,22.30.11,Nike SB|Nike Skateboarding|Nike|SB|skateboarding|skate|Nyjah|Nyjah Huston|Nyjah 3,572781,24159,4061
37,2DGqVbTHX-k,In Defense of the Switched Outlet,2022-11-28,UCy0tKL1T7wFoYcxCe0xjN6Q,Technology Connections,Science & Technology,22.30.11,none,464938,30444,7267
38,Yz1VAck6HJM,HIGHLIGHTS  Late Casemiro goal secures knockout football for Brazil  World Cup 2022,2022-11-28,UCBzDz6beXDfMtfxQdEutD_w,ITV Sport,Sports,22.30.11,ITV|ITV Sport|Football|Fifa|World Cup|Highlights|Footy|Soccer|England|Fifa World Cup|Qatar|2022 World Cup|2022 Qatar World Cup,356781,3279,0
39,3oM7hX3UUEU,The Turntable Paradox,2022-11-28,UCEIwxahdLz7bap-VDs9h35A,Steve Mould,Science & Technology,22.30.11,none,1275975,39278,2026
40,e6gb5VZF-3E,Touring Michael Jordans Mansion,2022-11-28,UCHWbZM3BIGgZksvXegx_h3w,Enes Yilmazer,Entertainment,22.30.11,Michael Jordan|Michael|Jordan|Michael Jordan House Tour|Michael Jordan Mansion|Mansion Tour|Luxury Home Tour|celebrity mansion|celebrity house|celebrity home|Luxury Mansion|Most Iconic Homes|mansion tour|billionaire|mansion|Famous|People|Celebrity Mansion Tour|luxury home tour|house tour|Celebrity|home|celebrity home tour|MJ|Jordan residence|Michael Jordan home tour|Michael Jordan net worth|celebrity homes|famous homes|Chicago|Chicago Bulls|estate|house,684022,24183,1956
41,d2heDnR3sjc,2022 MAMA IVEKep1erNMIXXLE SSERAFIMNewJeans  CHEER UP  Mnet 221129 방송,2022-11-29,UCbD8EppRX3ZwJSou-TVo90A,Mnet KPOP,Gaming,22.30.11,2022 MAMA|2022 MAMA AWARDS|2022 마마|2022 마마 어워즈|CHEER UP|IVE|Kep1er|LE SSERAFIM|MAMA AWARDS|Mnet|NMIXX|NewJeans|뉴진스|르세라핌|마마 어워즈|아이브|엔믹스|엠넷|케플러|티빙에서스트리밍,2553554,179519,6795
42,ij-w2cqQqMA,The Biggest Mistake in any Pokémon Game,2022-11-28,UCQqZ2N5NxMlKBUoC5mRbtNQ,BonusWolfe,Gaming,22.30.11,wolfey|wolfeyvgc|bonuswolfe|bonuswolfey|pokemon|pokemon vgc|pokemon scarlet|pokemon violet|new pokemon|new pokemon trailer|new pokemon scarlet and violet|alpharad|ludwig|pokemon video game|pokemon tier list|pokemon ranking|scarlet|violet|pokemon bug|bug Pokemon|pokemon mistake|pokemon error,146498,7004,648
43,wTpeY8enVOs,LIVING ROOM MAKEOVER EP3 DIY Limewash Paint  Lighting  XO MaCenna,2022-11-28,UCXkbaLJq7IxOfR2ITAinsOQ,XO MaCenna,Howto & Style,22.30.11,diy|xo macenna|macenna lee|mckenna|home decor|interior design|living room makeover|room makeover|diy limewash|limewash wall|limewashpaint|diy brick hearth|lighting|how to hang a light|diy bookshelves|builtin|builtin bookshelves,287439,23853,1881
44,2Lp7fM-Zeos,The Truth,2022-11-28,UC-vaBe-YMpvcZL5rQ5OopZw,morgans vlogs,People & Blogs,22.30.11,morgan|Morgans vlogs|Morgan adams|Ryland adams|Morgan Adams vlogs|MORGAN HOUSE RENO|house tour|house reno|house renovation|demo|demo my house|my house demo|my house tour|diy|vlogmas|shane|Morgan house renovations|Ryland Shane morgan|Morgan and trinity|weight gain|weight loss|running|30 day weight loss|fitness journey|weight loss journey|the truth|insecurities|gaining weight|holiday weight|fixing insecurities|confidence|I gained weight,305805,16134,1883
93,BvwRs632UT8,Spending 24 Hours on a Private Island with MrBeast,2022-11-27,UCrPseYLGpNygVi34QpGNqpA,Ludwig,Gaming,22.30.11,ludwig|ludwigahgren|ahgren|gaming|chat|stream|decides|lud,1836886,118870,3464
45,SJplE3R6xAM,I Spent 100 Hours in Pokemon Scarlet and Violet,2022-11-28,UC6L_Pwn3wQRVVr3rCcKVuzw,Nokimon,Gaming,22.30.11,Pokemon Scarlet and Violet|Shiny Pokemon|100 hours|Nintendo Switch|100 hours of Pokemon|shiny only|tinkaton|pokemon|scarvio|pokemon sv|I spent 100 hours|Meowscarada|Nokimon Scarlet Violet|Nokimon challenge|Noki Pokemon|All shiny pokemon|froslass|ポケモンSV|gen 9 pokemon|shiny gen 9 pokemon|gen 9 only|Pokemon Violet|Pokemon Scarlet|shimy pokemon,334037,10646,1056
46,LMdo2bxg-r8,Letting Shane Control The Day An Extreme 24 Hours In Our Lives,2022-11-27,UCVe_RrR9AMeY6Z8ixOv5gtw,Ryland vlogs,People & Blogs,22.30.11,Ryland Adams|Shane Dawson|Christmas|Home|Decor|Comedy|Baking|Cooking|Design|Haul|Shopping,523024,26445,2395
47,vZzabdt0kVY,SIDEMEN 10000 VS 10 FOOTBALL MATCH,2022-11-27,UCDogdKl7t7NHzQ95aEwkdMw,Sidemen,Entertainment,22.30.11,sidemen|sidemen sunday|sidemensunday,5717896,271845,7894
48,NqI6PMRxT0Y,Abandoned Alone in an African Tribe,2022-11-27,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,Entertainment,22.30.11,yestheory|seek discomfort|yes theory strangers|yes theory travel|yes theory subscribers|getting out of your comfort zone|Amazon FBA|yes theory africa|cameroon|Cameroon travel|pygmie tribe|baka people|baka tribe|african tribe|african travel|african exploration,833119,39238,1939
49,3upu7ixT8tg,Throwing a Dart at a Map And Going Wherever It Lands,2022-11-27,UCxOzbkk0bdVl6-tH1Fcajfg,Beta Squad,Entertainment,22.30.11,beta|beta squad|throwing dart|niko|chunkz|kenny|sharky|aj|travel|world|UK|fun|landed,2124217,99635,4035
50,b2gPiRNfask,How This Man Found My 100000 Treasure,2022-11-27,UCb31gOY6OD8ES0zP8M0GhAw,Max Fosh,Comedy,22.30.11,none,526559,45636,1208
51,KM0xhgbXKJY,The Cast of Wednesday Guesses Tim Burton Projects Using Emojis  Entertainment Weekly,2022-11-17,UClWCQNaggkMW7SDtS3BkEBg,Entertainment Weekly,Entertainment,22.30.11,Entertainment Weekly|EW|entertainment|film|music|movies|tv|celebrities|famous|pop culture|entertainment news|highlights|Hollywood|interviews|comedy|news|celebrity|film media genre|Jenna Ortega|Luis Guzmán|Gwendoline Christie|Joy Sunday|Hunter Doohan|Emma Myers|Percy Hynes White|emoji game|guessing game|guess the emoji|tim burton|tim burton movies|tim burton game,595972,16067,151
52,rGqnhr4nVug,This Glitch Breaks Survival Minecraft,2022-11-27,UCJOIIJJsFmzZv48NvTuafvw,planetlord,Gaming,22.30.11,minecraft,865368,29031,2261
53,pki8HdJ59iw,Mad Tsai  stacys brother Official Music Video,2022-11-23,UClam-lnb9mK0ZYcDFhIvRRA,mad tsai,Music,22.30.11,stacys brother|mad tsai|mad tsai stacys brother|music video|music|madsteaparty|tiktok music|stacys mom,1198651,135541,2928
54,oQaHPZ4c1QE,How I Put An Entire Ocean In The Nether In Minecraft Hardcore,2022-11-26,UC_GDu2QH3kp6vJlgEYyqjUA,Kolanii,Gaming,22.30.11,minecraft hardcore|nether|ocean|ocean in the nether|how I put an entire ocean in the nether in minecraft hardcore,1770038,71883,2111
55,ACnfRBjb2MI,Capital T  Hera e fundit Official Video,2022-11-26,UCGLu20iKuz8ZzZ8xYv5YsXA,Capital T,Music,22.30.11,capital t|hera e fundit|capital t hera e fundit|kapo|habibi|butrint imeri|dafina zeqiri alban skenderaj|era istrefi buta|majk bardhi|xhensila kidda|fifi|flori mumajesi|shkurte gashi buraku|finem|yll limani|kida|ever b|cllevio serbiano|varrosi|irkenc hyka yllka kuqi|elgit doda|zemer luana tv klan|lugina e djalit|me fjale te vogla|beatrix ramosaj|hite shqip|hitet shqip|hite shqip 2022|hitet shqip 2022|hitet e reja shqip 2022,1841192,34862,807
56,kYSOorUwVpw,MOST UNDERRATED SIDEMEN MOMENTS,2022-11-27,UCjRkTl_HP4zOh3UFaThgRZw,SidemenReacts,Entertainment,22.30.11,Sidemen|Sidemen Reacts|SidemenReacts,1419713,80664,1020
57,D9vDtz8TTgM,REACTING TO MY FIRST HORROR SHORT kinda lol SSS 63,2022-11-28,UCiYcA0gJzg855iSKMrX3oHg,CoryxKenshin,Gaming,22.30.11,none,3140025,300058,28631
58,7gProq2rmag,This Unhinged 90s Movie Should Not Exist,2022-11-26,UC7zsxKqd5MicTf4VhS9Y74g,Kurtis Conner,Comedy,22.30.11,kurtis conner|kurtis connor|movie commentary|commentary|xray vision|xray goggles|justin berfield|malcolm in the middle|reaction|bad movie,1506825,110521,5961
59,48jYqJ9Wsr8,HIGHLIGHTS  Germany keep their hopes alive with a draw against Spain  ITV Sport,2022-11-27,UCBzDz6beXDfMtfxQdEutD_w,ITV Sport,Sports,22.30.11,ITV|ITV Sport|Football|Fifa|World Cup|Highlights|Footy|Soccer|England|Fifa World Cup|Qatar|2022 World Cup|2022 Qatar World Cup,2064191,16414,0
60,JbKhPDQH5hA,Green Bay Packers vs Philadelphia Eagles  2022 Week 12 Game Highlights,2022-11-28,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,Sports,22.30.11,none,1800640,19970,2958
61,72oQUQfe5Zw,Scoring 1 AMAZING Goal With Every World Cup Ball 19302022,2022-11-25,UCQ-YJstgVdAiCT52TiBWDbg,ChrisMD,Entertainment,22.30.11,none,2602831,121843,1899
62,1NjSuxqVjuw,Taking Home Depot Workers to Disneyland,2022-11-27,UC94lW_-Hr_uA7RcJ3D-WPOg,Danny Duncan,Comedy,22.30.11,danny duncan|danny duncan 69|danny duncan vlog|danny duncan pranks|danny duncan vlogs|vlogs|pranks|danny duncan tour|danny duncan florida|danny duncan merch|Danny Duncan la|los angeles|funny vlogs|funny videos,2137531,103659,3733
63,ZDa5NB6rCqs,Los Angeles Rams vs Kansas City Chiefs  2022 Week 12 Game Highlights,2022-11-28,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,Sports,22.30.11,none,1141432,12353,1159
64,GhYOdwLVBYs,its a boat  Raft,2022-11-27,UC7_YxT-KID8kRbqZo7MyscQ,Markiplier,Gaming,22.30.11,markiplier|raft|muyskerm|lordminion777|mark bob wade|gameplay|gaming|funny moments,1424934,78213,4248
65,NtulVJJlhH8,Ramattra  New Hero Gameplay Trailer  Overwatch 2,2022-11-26,UClOf1XXinvZsy4wKPAkro2A,PlayOverwatch,Gaming,22.30.11,Overwatch 2|Overwatch,3536092,144614,9574
66,BYVZh5kqaFg,Egg Drop From Space,2022-11-25,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,Science & Technology,22.30.11,none,21044316,688006,23924
67,bt4NqAzHTSc,Las Vegas Raiders vs Seattle Seahawks  2022 Week 12 Game Highlights,2022-11-28,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,Sports,22.30.11,none,1400220,17591,2602
68,pAUEHbPzlOo,I Sent MrBeasts 100 Million Playbutton into Space,2022-11-26,UCewMTclBJZPaNEfbf-qYMGA,JackSucksAtLife,Entertainment,22.30.11,jacksucksatlife|JackSucksAtLife YouTube|JackSucksAtLife Channel|jacksucksatstuff|youtube play button|play button|diamond play button|youtube award|unboxing|1 million|shortest|longest|username|100 million|youtube sent me|1 billion|mrbeast|100 million play button|100m play button|red diamond play button|mark rober|egg drop from space|dude perfect|last to take hands off|i sent|into space|play button space|i stole|mr beast|island|pewdiepie|food|playbutton,1266141,68245,6748
69,qvot0oeaH_4,Tom Scott vs TomSka who is the best Tom,2022-11-26,UCHC4G4X-OR5WkY-IquRGa3Q,Tom Scott plus,Entertainment,22.30.11,tom scott|tomscott,387424,36022,2399
70,c4Ra1DTjSJc,SIDEMEN OFFENSIVE TRY NOT TO LAUGH,2022-11-26,UCh5mLn90vUaB1PbRRx_AiaA,MoreSidemen,People & Blogs,22.30.11,sidemen|moresidemen|miniminter|ksi|zerkaa|behzinga|tbjzl|vikkstar|wroetoshaw,4653460,256336,4717
71,cQu8QU2V-VY,We Are Witnessing History In The Making,2022-11-27,UC3L9XPe0_FGfRG-CMGtBvFg,JxmyHighroller,Sports,22.30.11,LeBron James|House of Highlights|ESPN|NBA highlights|Jimmy Highroller|NBA trash talk|Buzzer Beaters|Brooklyn Nets|Ankle Breakers|Shannon Sharpe|NBA Championship|Rebound|ballislife|Golden Hoops|Stephen Curry|Kyrie Irving|Lakers|NBA Playoffs|Boston Celtics|NBA MVP|nba championship|golden state warriors|stephen curry|nba breaking news|New NBA season|Jayson Tatum|Russell Westbrook|Warriors|Luka Doncic|Kyrie Irving drama|Lakers trade,1056305,72562,4142
72,kN95YsIFzlw,TOP Original Songs That Stunned The Judges  AGT 2022,2022-11-26,UCT2X19JJaJGUN7mrYuImANQ,Americas Got Talent,Entertainment,22.30.11,Simon Cowell|Americas Got Talent|AGT|AGT 2022|Americas Got Talent 2022|Got Talent|AGT auditions 2022|Got Talent 2022|Original songs|top original songs|amanda mammana|chapel hart|nicotine dolls|surprising voices|amazing voices|singers got talent|country band|unexpected voices|best singers|top singers|agt best singers|Sofia Vergara|Howie Mandel|Heidi Klum|Terry Crews,496465,4045,222
73,YaDL9PHYisY,Bogdan DLP  Alex Velea  Ebal  OST Romina VTM,2022-11-26,UCOSuXx0kB-vHNsVY222B3lQ,Bogdan DLP,Music,22.30.11,bogdan dlp|bogdan de la ploiesti|alex velea|ebal|romina vtm ost|coloana sonora romina vtm|beau pahar dupa pahar|bogdan dlp videoclip|bogdan dlp tzanca uraganu|manele|manele noi|manele 2022|bogdan dlp fara tine|big up fusion|tarabanele|bogdan dlp yny sebi|cele mai noi manele,722609,16018,193
74,LsATHW4kgM0,My Opinion on EVERY New Pokémon in Scarlet and Violet,2022-11-26,UCSAYHSNaY5_UEol4_frPurg,MandJTV,Gaming,22.30.11,New Pokemon games|New Pokemon|Top Pokemon|Pokemon Talk|MandJTV|MandJTV Pokevids|gaming|video games|nintendo switch|nintendo|pokemon|new games|family friendly|top 10|top 5|charizard|greninja|pikachu|best pokemon|all pokemon|original pokemon|retro games|retro pokemon games|nintendo pokemon|pokemon legends arceus|pokemon scarlet and violet|gen 9,672543,30845,5279
75,GuMvZW0BsxM,Ill Never Fight Again,2022-11-25,UCG8rbF3g2AMX70yOd8vqIZg,Logan Paul,Entertainment,22.30.11,logan paul vlog|logan paul|logan|paul|olympics|logan paul youtube|vlog|daily|comedy|hollywood|parrot|maverick|bird|maverick clothes|Wwe|Action figure|Logan Paul wwe|Logan Paul knee|Entertainment|Hurt|Injury|Logan Paul Roman reigns|Logan Paul wrestling|Wrestling,3372894,218429,9119
76,vRDngK7byBQ,Best Moment Tiffany Studios Inverted Hanging Shade ca 1901  ANTIQUES ROADSHOW  PBS,2022-11-15,UCdnJJ2_mzqHwKIX_SmCVHTA,Antiques Roadshow PBS,Entertainment,22.30.11,antiques roadshow|antique roadshow|antiques road show|antique road show|antiques roadshow full episode|antiques roadshow streaming|antiques roadshow pbs|antiques roadshow us|antiques roadshow appraisal|full episode|art history|antiques roadshow usa|american antiques roadshow|antiques roadshow best moment|antiques roadshow best moments|antiques roadshow best of|tiffany studios|tiffany glass|antique tiffany|tiffany lamp|glass art|stained glass,420856,3416,395
77,1ZrKJ--kAX4,How to Immolation Only Dark Souls 2,2022-11-26,UC17vsYVoIwch5UzPar1LDmQ,ymfah,Gaming,22.30.11,none,576020,42806,1558
78,Hfc3fqxgr-4,Etho Plays Minecraft  Episode 572 Sensor Development,2022-11-26,UCFKDEp9si4RmHFWJW1vYsMA,EthosLab,Gaming,22.30.11,Minecraft|Minecraft Lets Play|Minecraft LP|Minecraft Gameplay|Farm|Etho|Minecraft Game|Minecraft Building|Minecraft Survival|Minecraft Mods|Redstone|House|Update|Snapshot|119|Villager|Villager Trading|Rain Detector|Direction Detector,360967,21225,1033
79,si9Phc9ArpU,Why Finland Joining NATO Checkmates Russia,2022-11-25,UCP5tjEmvPItGyLhmjdwP7Ww,RealLifeLore,Education,22.30.11,real life lore|real life lore maps|real life lore geography|real life maps|world map|world map is wrong|world map with countries|world map real size|map of the world|world geography|geography|geography field of study|facts you didnt know,4223183,96668,15382
