trending_no,video_id,title,publishedat,channelid,channeltitle,categoryid,trending_date,tags,view_count,likes,comment_count
31,Br1LqVAtdVs,中國白紙革命野火燎原六四後最大抗議事件 全球關注習近平軍隊調度關鍵時刻吳子嘉,2022-11-29,UCKQVSNdzGBJSXaUmS4TOWww,關鍵時刻,News & Politics,22.29.11,關鍵時刻关键时刻白紙革命中國清零抗議習近平習近平下台新疆烏魯木齊共產黨chinaprotestslockdownrestrictionsxinjiangurumqi甘肅北京公安留學生外媒bbccnn自由南京大學武漢理工不要核酸要吃飯不要封控要自由蘭州核酸武漢成都言論自由解放軍廣州疫情南京四通橋超人哥大學生重慶記者逮捕股票失業製造業中國股市華爾街逃出中國人民幣茉莉花革命20大天津關鍵劉寶傑寶傑哥東森ch51關鍵時刻2022guan jian shi keguanjianshike政論台灣中華民國taiwan名嘴黃世聰李正皓林廷輝呂國禎吳子嘉台湾關鍵時刻直播関鍵時刻關鍵時刻關鍵時刻2022最新關鍵时刻寶傑劉寶傑東森新聞劉寶傑關鍵時刻关键时刻2022东森新闻 关键时刻,329911,3001,907
34,StIzloWujOY,反封控抗議後上海警察檢查行人手機要求刪除照片 bbc news 中文,2022-11-29,UCb3TZ4SD_Ys3j4z0-8o6auA,bbc news 中文,News & Politics,22.29.11,bbcbbc chinesebbc中文,496826,5332,4251
21,20BEJouWBgY,the ftx disaster is deeper than you think,2022-11-16,UC4QZ_LsYcvcq7qOsOhpAX4A,coldfusion,Science & Technology,22.29.11,coldfusiontvdagogoaltraidetechnologyapplegooglesamsungfacebooktesla,4498777,143075,23192
120,6qI-va1F5ck,Dreamers Music from the FIFA World Cup Qatar 2022 Official Soundtrack,2022-11-20,UC-pOuHFcndLpyfWSPVqXt_A,Jung Kook  Topic,Music,22.30.11,Jung Kook|FIFA Sound|BTS|Dreamers Music from the FIFA World Cup Qatar 2022 Official Soundtrack,8240861,479348,0
44,ijjGqwdXa1c,its me benjamin  joining the tsantiherochallenge brought to you by youtube shorts,2022-11-11,UCqECaJ8Gagnn7YCbPEzWH6g,taylor swift,Music,22.29.11,none,46412422,2554687,9667
50,hEq3vHsFYBk,bts jungkook  dreamers lyrics fifa world cup 2022 official soundtrack,2022-11-20,UCmth4hMyizG-_W9jidBqs_A,jaeguchi,Music,22.29.11,jaeguchicolor coded lyricslyrics가사노래girlgroupboygroupaudiomvdancetranslationcolor codedline distribution,4893495,259759,8815
48,EPAjd-cIg04,lindy and jlo have the funniest prank fails,2022-11-03,UCx18ywTcohtS9lpNXt8noWQ,omar raja  espn,Sports,22.29.11,none,115238584,6114072,7595
45,ehHMfjVuftg,they teach babies how to swim 362,2022-11-24,UCJsUvAqDzczYv2UpFmu4PcA,nas daily,Travel & Events,22.29.11,nas dailynasmeanspeople1minutetravelnuseir yassinnas studio英語学習peoplenas academylesanioplacescountry,3236308,255302,1672
46,8ihBIZ1M_KI,this show is better than the entire mcu shorts,2022-11-13,UCGt7X90Au6BV8rf49BiM6Dg,ray william johnson,Comedy,22.29.11,ray william johnsonraywilliamjohnsonraywjrwjyoutube shortsnazarindian serial,21300418,1750263,18737
49,41W2u25eRAU,sister controls brothers first date emotional,2022-11-19,UCKaCalz5N5ienIbfPzEbYuA,jordan matter,Entertainment,22.29.11,salish mattersay say matternalishdatedatingcrushcontroling lifesister controls brotherkissdancingrachel quinerromanticlovefirst datecringyawkward,4907611,84855,5723
57,D2zdwrv5H6M,we spent 100000 on mrbeasts credit card ft speed,2022-11-13,UCv-GNHtqM97EaU_i7gN_Ikw,chunkz,Entertainment,22.29.11,chunkz entertainmentcomedyfamily friendlyfunny challenges fun,7864518,455405,10047
41,xeIoezR_o5s,china covid protests police turn out in force to tackle white paper movement,2022-11-28,UCTrQ7HXWRRxr7OsOtodr2_w,channel 4 news,News & Politics,22.29.11,chinacoronaviruscovid19pandemiciphone factoryzhengzhoujungjofoxconnzero covidchina lockdownchina pandemiccovid casesviruslockdownchannel 4 newsc4newsxi jinpingxi covidxi chinachina newschina covid latestchina covid updatechina covid explained,448837,4902,2601
42,7mK9_uBwgUQ,民怨爆發賭爛票集結 綠鐵板區慘勝他直指dpp真正破口57爆新聞,2022-11-29,UCR3asjvr_WAaxwJYEDV_Bfw,東森新聞 ch51,News & Politics,22.29.11,東森東森新聞ebc新聞newsch51台灣ㄉㄨㄥ森新聞東森直播東森新聞直播新聞直播直播新聞直播ㄒㄧㄣ新聞直播東森新聞台东森51新聞新聞 直播新聞直播新闻东森新闻直播新聞台東森新聞ch51線上新聞九合一蘇貞昌蔡英文王世堅高嘉瑜周玉蔻焦糖王浩宇四叉貓側翼民進黨dpp內閣黨中央黨魁投票選舉北北基桃侯友宜北北桃交通網蔣萬安林佳龍陳時中高虹安林智堅半導體沈慧虹柯建銘青年票雙標政見綠委帶職參選養套殺貪污吹哨者風城新竹矽57爆新聞57爆新闻5757驚爆新聞57爆新聞五七爆新聞徐俊相東森財經關鍵時刻名嘴政論政客內幕軍事,316531,2691,491
47,rXkRzKwTW5A,完整公開live 九合一選戰 開票全紀錄特別報導,2022-11-26,UC8ROUUjHzEQm-ndb69CX8Ww,台視新聞 ttv news,News & Politics,22.29.11,台視新聞ttv newsttv live台視新聞news,2234861,4136,43
53,4YkzzhI2EoI,xi jinping confronts justin trudeau at g20 over leaked conversation details,2022-11-16,UCIRYBXDze5krPDzAEOxFGVA,guardian news,News & Politics,22.29.11,canada china relationschina canadag20gdnpfpnewsworldguardian g20guardian newsjustin trudea g20justin trudeautrudeau g20trudeau leakstrudeau xiworldxi jinpingxi jinping g20xi jinping justin trudeauxi jinping leaks,2164012,15476,8690
137,YBCI3PXlgT8,Empoy Shares His Most Painful Performance Onstage  Toni Talks,2022-11-20,UCgTar4TrvIBvrlMdPUgbFfg,Toni Gonzaga Studio,People & Blogs,22.30.11,none,1470704,37990,1271
64,N-pvp7GSD3Y,appatha video song  naai sekar returns  vadivelu  suraaj  santhosh narayanan  lyca productions,2022-11-14,UCLbdVvreihwZRL6kwuEUYsA,think music india,Music,22.29.11,none,11714613,372096,8207
65,6p4SeR3pliM,nike fc presents the footballverse,2022-11-16,UCNhxq7He5p-_FdBh0OaxcQg,nike football,Sports,22.29.11,nikenike commercialfootballversenike fccristiano ronaldokylian mbapperonaldinhor10ronaldor9alex morganvirgil van dijkkevin de bruyneleah williamsonphil fodencarli lloydedgar davidssam kerrshane kluivertcr jr,6577779,221169,7402
75,MiYybKddIuY,i have a girlfriend,2022-11-19,UC5p_l5ZeB_wGjO_yDXwiqvw,tommyinnit,Gaming,22.29.11,tommyinnitminecraftmine craftdream minecraftfunnyminecraft funnyfunniest minecraft videominecraft manhunttommyinnit girlfriendgirlfriendrevealdream face reveali have a girlfriend,3175372,333766,25125
71,1s5neDELwTo,how rich are singaporeans  新加坡人真的幸福嗎 戶口有多少錢 華人社會的榜樣 現實也是殘酷的,2022-11-16,UCsnZXdLOGBnezK--CiG7FZQ,torres pit托哥,People & Blogs,22.29.11,singapore新加坡買屋,1359071,10418,1252
74,lZIlFyzeZig,worlds most expensive beast burger,2022-11-14,UC4-79UOlP48-QNGgCko5p2g,mrbeast 2,People & Blogs,22.29.11,none,11810964,780398,1701
59,UMqLDhl8PXw,qatar world cup last week tonight with john oliver hbo,2022-11-21,UC3XTzVzaHQEd30rQbuvCtTQ,lastweektonight,Entertainment,22.29.11,none,5961355,166000,15615
60,xskmxYaNBaw,ustaz kazim elias tegur dan bagi amaran keras isu anwar ibrahim muhyiddin zahid hamidi pm pn ph bn,2022-11-21,UCht6SyEpw69cNVeBpb_kB1w,durian merah,Entertainment,22.29.11,none,881593,13304,2076
72,I0LpHLJGBoc,the perfect dotted circle,2022-11-03,UCoGForHQAmk0_9rI9CABeYw,woody  kleiny,Entertainment,22.29.11,none,101002245,5291289,5556
77,qmWwrT91rfY,the perfect dotted line challenge,2022-11-10,UCoGForHQAmk0_9rI9CABeYw,woody  kleiny,Entertainment,22.29.11,none,68911886,3837386,4599
61,zLz544KAvoI,安华担任首相后名气大增美国新加坡印尼纷纷发来贺电一张陆兆福与安华互相拥抱的照片今早在社交媒体上流传,2022-11-25,UC2NdDZw6r0CZDWb9C7LsMUw,客栈快报,News & Politics,22.29.11,none,434514,3727,235
63,f3ebK31IbrY,轰动马来西亚新总理当选第一天当着全世界的面竟用中文如此评价中马关系全世界不敢相信美国彻底傻眼了尖端军事,2022-11-26,UCaV_jb0eSuKeh_xlnvELxDw,尖端军事focus on military官方频道 每日更新 欢迎订阅,News & Politics,22.29.11,none,221582,3051,196
70,w9RH7sAfg_I,sultan brunei pandu sendiri kereta bawa anwar ke seri perdana,2022-11-28,UCoV8oT-GyqYSJkxzuAKG3Jw,berita harian online,News & Politics,22.29.11,bhonlinebhberita harianbhtv,181754,1882,359
99,PCyUXxOJidg,terkini anwar ibrahim ucapan penuh jelajah mega harapan parlimen gombak,2022-11-16,UCiqdR78bc6Tu7jRpZH7xB5A,mediarakyat,News & Politics,22.29.11,malaysiamediarakyatmedia rakyatanwar ibrahimparlimen gombak,284498,4545,1052
86,VO9b3DLUB44,the best and worst punching bag moments,2022-11-07,UCx18ywTcohtS9lpNXt8noWQ,omar raja  espn,Sports,22.29.11,espnomar raja espn,36368858,1654483,6781
81,9PNpRQYMhas,busting 1000 myths in 24 hours,2022-11-10,UCbp9MyKCTEww4CxEzc_Tp0Q,stokes twins,People & Blogs,22.29.11,mythsmythbustersbusting mythsbusting 1000 mythsmovie mythsbusting 100 mythsbusting 200 mythssciencestokes twinsben azelartlexi riverabrent riverajeremy hutchinslexi henslerpiersonandrew daviladom bracksofie dossikat hixsonamp worldampdavid dobrikmorgzmrbeastlogan pauljames charlesfaze rugalex warrenlizzy capricarter sharerprestonunspeakableairrackryan trahanprestonjordan matterdhar mansidemensam and colby,12766415,388345,29736
87,96i6Yr5EiVg,மழ கலம  ரஜன ஸடல  ட மஸடர ttf streetfood shorts trendingshorts,2022-11-08,UCG3x-xVeTRu0t8cx9k4XDPw,the traditional foods,People & Blogs,22.29.11,indian street foodsouth indian food recipestea powderstreet foodtea stallroad side foodvillage foodsvillage cookingvillage foodiettf vlogttf street foodttf funny food,10595620,448775,1822
91,S6JGZ7sPkJU,toni episode 26  maricar reyes opens up about the controversy that changed her life,2022-11-09,UCgTar4TrvIBvrlMdPUgbFfg,toni gonzaga studio,People & Blogs,22.29.11,none,4650017,136453,7027
79,uTaWMoE8QAw,14 types of students in an exam,2022-11-06,UCGwcH4qnJ2qM_ZJUSFcAMAA,jianhao tan,Comedy,22.29.11,jianhao tanjian hao tanjianhaothe jianhao tanthejianhaotanjian haojianhaotankim leesingaporesingaporeanyoutuberyoutubersyoutubecomedytitantitandigitalmediadebbie soondenise soongvincent sinkevin foodexamexaminationstitan academystudyingstudentsphysicschemistrymathematicst1t5n4t1schoolstudent lifeschool lifesatso levelsn levelstudy tips,2391726,45790,3545
80,zlk5-DUSEWc,prem olpo solpo  full natok  musfiq r farhan  tanjin tisha  mahmud mahin  bangla natok 2022,2022-11-17,UCLnxsptAdA9as2YNPIeJ94A,sultan entertainment,Entertainment,22.29.11,sultan entertainmentsultan entertainment natokbangla natokprem olpo sholpo full natokprem olpo shlopo natokprem olpo sholpoprem olpo slopo natokprem olpo solpo pura natokফরহনর নতন নটকmushfiq farhan all natokmusfiq r farhan love story natokromantic bangla natok 2022bangla sad romantic natokরমনটক নটকtanjin tisha all natoktanjin tisha natokfarhan tisha natokfarhan natokfarhan all natoktisha bangla natok,7230505,144371,4406
83,YlvcFJOE-OE,giving iphones instead of candy on halloween,2022-11-02,UCX6OQ3DkcsbYNE6H8uQQuVA,mrbeast,Entertainment,22.29.11,none,139668683,7194981,39731
85,tyZAiKS1T6Y,i exposed naughty trickortreaters,2022-11-05,UCyps-v4WNjWDnYRKmZ4BUGw,airrack,Entertainment,22.29.11,none,27804700,2042733,7190
88,Pncct_FSv94,do i prefer a rock or my dad,2022-11-16,UCyagEfIN1okQ-s996XAqCFQ,zhong,Entertainment,22.29.11,zhongzhong tiktokfunny videostiktoktik toksshortsyoutube shortsentertainentertainmentfunnychallengespranksnewfunbest videosviral videosviralbest challengesbest shortsfunniestfriendsfriendlykidsbesttik tokdarestik toks 2022tiktoks funnyfunny videozhong shortsfunny shortstiktok tiktokfunny memes,21942891,1034764,7865
89,9m22bsevQLs,eating only one color of food for 100 hours black vs pink,2022-11-14,UC56D-IHcUvLVFTX_8NpQMXg,brent rivera,Entertainment,22.29.11,none,6049459,161258,9136
95,fj1D3DMi1s8,lisa noticed me,2022-11-03,UClQubH2NeMmGLTLgNdLBwXg,zhc,Entertainment,22.29.11,none,26348607,1907619,4379
82,LJcdWegTRJQ,you gave me a challenge to design the perfect sweatpant and i accepted what do u think fashion,2022-11-16,UCIJwWYOfsCfz6PjxbONYXSg,blogilates,Howto & Style,22.29.11,none,5664715,551754,3450
84,CMLD0Lp0JBg,artemis i launch to the moon official nasa broadcast  nov 16 2022,2022-11-16,UCLA_DiR1FfKNvjuUpBHmylQ,nasa,Science & Technology,22.29.11,none,10348854,308687,0
100,IeOCrPz1tFo,spreading love in public link in comments to listen to give me a kiss,2022-11-13,UCAxCk_CU0lnz6vJyslY9-Tw,crash adams,Music,22.29.11,crashadamsacousticcarolinetik toktik tok musicianstik tok famoustik tok artistsindiesongwriteroriginal songtiktokcrashadamscrash adams couchcrash adams musiccrash adams pranking,3908672,179279,456
111,PyvXZ7o8Xv0,when cristiano ronaldo and portugal did the mannequin challenge,2022-10-26,UC6c1z7bA__85CIWZ_jpCK-Q,espn fc,Sports,22.29.11,espn fcsoccer on espnespn soccerespnfcespnfcespn fcespn fc tvsoccerfutbolwhen cristiano ronaldo and portugal did the mannequin challenge cristiano ronaldoronaldocristiano ronaldo world cupcristiano ronaldo flexronaldo flexronaldo portugalworld cup 2022shortsshortsvideoespn fc shortsespnfc shortsmanchester united,35371242,1953748,5312
105,ADPeZMs0GPo,beating minecraft in only 1 chunk,2022-11-21,UCke6I9N4KfC968-yRcd5YRg,ssundee,Gaming,22.29.11,none,1216654,47059,1990
118,rjRvgUBwUz0,god of war ragnarok  part 1,2022-11-08,UCYzPXprvl5Y-Sf0g4vX-m6g,jacksepticeye,Gaming,22.29.11,jacksepticeyegod of wargod of war ragnarok,7874660,325230,19097
104,qP6KQ1ELEOc,we drove 3274km across all of japan  trash taste special,2022-11-09,UCcmxOGYGF51T1XsqQLewGtQ,trash taste,People & Blogs,22.29.11,trashtastetrashtrash tastetastetrash taste podcastanimemangacdawgvagigguktheanimemanjoeyconnorgarntpodcastwedrove3274kmacrossallofjapanspecial,2115184,118903,5040
102,-Y6PuhBC3Cw,how i lost a 25 million jet to mrbeast,2022-11-13,UCdcUmdOxMrhRjKMw-BX19AA,niko omilana,Entertainment,22.29.11,mrbeastmr beastniko omilananiko,3189205,192441,4322
103,kYoJ9J9kPSA,genius level escape method l tiktok creative humor video lfunny video long momshorts,2022-10-29,UCobCsXaWsPawN22tXWH0cbw,guige,Entertainment,22.29.11,tiktokcreativecreative craft创意funny搞笑amazingskillstalenttalent peopleviral videostiktoksplot twistshumor幽默familymom and sondetective momdetective mom vs genius sonpranks fat daughter20212022newvideostik toktry not to laugh challengefunniest momentscomedy videospani videomust watch new year funny videocompilationescapeescape momangry mom,158622186,4129828,3340
113,R7qs1Ztk1DE,boy  girl swap lives for 24 hours ft royalty family,2022-11-06,UCKaCalz5N5ienIbfPzEbYuA,jordan matter,Entertainment,22.29.11,jordn mattersalish matternalishgymnasticsjordan mattersaysay mattersay say mattercompetitionchallengeferranroyalty familyswitch livesswap livesnidal wonderstarbucksshopping spreebussintiktokmakeoverfacial,8426254,125402,20354
101,rQsEQgltycg,中國多地爆發反封控抗議 民眾這是我們的職責 bbc news 中文,2022-11-28,UCb3TZ4SD_Ys3j4z0-8o6auA,bbc news 中文,News & Politics,22.29.11,bbcbbc chinesebbc中文,1145115,19152,7577
0,xZonf2ti4kE,Wales 03 England  Group Stage  FIFA World Cup 2022 Match Highlights,2022-11-29,UCQrvzGHFkNkVBlqqe46kuYQ,Entertainment  Mediacorp,Entertainment,22.30.11,Toggle|CatchupTV|Singapore|MediaCorp|MediaCorp Channel 5|MediaCorp Channel 8|MediaCorp Suria|MediaCorp Vasantham|Channel News Asia|Online|Toggle Originals|Singapore Drama|SG Drama|Toggle It First|channel8|ch8sg|channel 8|channel 5|channel5|mewatch,201185,1168,91
1,mCOjKxozVh4,Portugal 20 Uruguay  Group Stage  FIFA World Cup 2022 Match Highlights,2022-11-28,UCQrvzGHFkNkVBlqqe46kuYQ,Entertainment  Mediacorp,Entertainment,22.30.11,Toggle|CatchupTV|Singapore|MediaCorp|MediaCorp Channel 5|MediaCorp Channel 8|MediaCorp Suria|MediaCorp Vasantham|Channel News Asia|Online|Toggle Originals|Singapore Drama|SG Drama|Toggle It First|channel8|ch8sg|channel 8|channel 5|channel5|mewatch,212766,906,172
2,IJks7TIDfnk,2022 MAMA IVEKep1erNMIXXLESSERAFIMNewJeansELEVENWADADAOOFEARLESSHypeBoy  Mnet 221129 방송,2022-11-29,UCbD8EppRX3ZwJSou-TVo90A,Mnet KPOP,Gaming,22.30.11,2022 MAMA|2022 MAMA AWARDS|2022 마마|2022 마마 어워즈|ELEVEN|FEARLESS|HypeBoy|IVE|Kep1er|LE SSERAFIM|MAMA AWARDS|Mnet|NMIXX|NewJeans|OO|WADADA|뉴진스|르세라핌|마마 어워즈|아이브|엔믹스|엠넷|케플러|티빙에서스트리밍,4224851,262495,9876
3,1YmU64DYisU,The Dumbbell Only 1 Person Could Lift,2022-11-22,UCuJBpMyxlmemsQiivWPcGrQ,Browney Shorts,People & Blogs,22.30.11,none,15573517,1013888,2421
4,iMySRIlNB3c,人民喻六四20事件 中國白紙革命激情退去 中國公安多管齊下鎮壓革命恐夭折 一海之隔輿論不挺 香港民眾挺中反中態度兩極化主播 苑曉琬大世界新聞20221129三立iNEWS,2022-11-29,UCoNYj9OFHZn3ACmmeRCPwbA,三立iNEWS,News & Politics,22.30.11,三立iNEWS|鄭知道了|直播|新聞直播|鄭弘儀|政治|三立新聞|王志郁|大世界|COVID19|Delta|香港|中國|中共|特首|雨傘|國安法|送中|革命|六四|天安門,581191,3087,2445
5,Ut1OzEVUiM4,Red Velvet 레드벨벳 Birthday MV,2022-11-28,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,Music,22.30.11,레드벨벳|벌쓰데이|벌스데이|생일|아이린|슬기|예리|웬디|조이|뮤직비디오|뮤비|red velvet|birthday|irene|seulgi|yeri|wendy|joy|party|music video|mv|the reve festival|리브 페스티벌,6903084,623258,30717
6,pqNFeoV8RlY,Bruno Fernandes cross flies past Cristiano Ronaldos head and into the net ShortsFIFAWorldCup,2022-11-28,UCpcTrCXblq78GZrTUTLWeBw,FIFA,Sports,22.30.11,none,1784728,70665,1695
7,VNYEHXsehTg,카라KARA의 킬링보이스를 라이브로  Rock U Pretty Girl Honey 미스터 루팡 점핑 Step 맘마미아 WHEN I MOVE  딩고뮤직,2022-11-29,UCtCiO5t2voB14CmZKTkIzPQ,딩고 뮤직  dingo music,Music,22.30.11,딩고뮤직|dingo|dingomusic|music|kpop|live|멜론|세로라이브|최신가요|top100|아이돌|라이브|음악|딩고,2857410,138871,14928
123,YXXlSG-du7c,dude perfect goes to space,2022-11-05,UCRijo3ddMTht_IHyNSNXpNQ,dude perfect,Sports,22.29.11,dude perfectdude perfect stereotypesdude perfect water bottle flipbottle flipwater bottle flipdude perfect bottle flipdude perfect basketballdpdude perfect world recordeditionnerftrick shotstrick shotfamilyping pongbowlingcleanfamily friendlybubble wrapsoccerfootballspinnerspinnersfidget spinnersdudeperfectcobygoestospacespaceouteroutterrocketshiprealblueoriginnewshepardmoondaoastronauttrainingzerogravitystarsearthclouds,18442986,902763,37114
124,QyZJUTP7lJ4,now this is a game i want to play shorts,2022-10-28,UCqQo7ewe87aYAe7ub5UqXMw,house of highlights,Sports,22.29.11,gamemoneyplaycatchplan30 secscashpaperflyingin the boxpinstashhouseofhighlightshohfypforyoupage,50655330,2195536,4930
128,PRvnJFWQkXU,bro slid so far ht knnymillstw halloween shorts,2022-11-03,UCPHKMJbis1c0R7d7WJQ35tA,overtime,Sports,22.29.11,none,17505560,1080036,6709
122,F0Z5N3114tY,the end of insane craft,2022-11-14,UCke6I9N4KfC968-yRcd5YRg,ssundee,Gaming,22.29.11,none,1657535,88711,13209
119,RtVs87Nd1MQ,hes finally here ft pewdiepie  trash taste 124,2022-11-04,UCcmxOGYGF51T1XsqQLewGtQ,trash taste,People & Blogs,22.29.11,trashtastetrashtrash tastetastetrash taste podcastanimemangacdawgvagigguktheanimemanjoeyconnorgarntpodcast,3153371,163409,8559
129,m195fNCTlpA,sales lady for a day by alex gonzaga,2022-11-06,UC6N-9Wh0DYhDI8sQS7jwjVA,alex gonzaga official,People & Blogs,22.29.11,alex gonzagaalex galex vlogssales ladysmmallsalespersonsalesladytoni gonzagapodcastivanazeinabchallengeshoppingfunnycomedynew vlogvice gandaabscbnkathryntoni talksmikee moradalipashoemartmall in the philippinesa dayvlogdaily vlogkryzzie uycomedyviralmemekorea,4292265,157180,5336
125,d9MyW72ELq0,avatar the way of water  official trailer,2022-11-02,UCgjxQJ6TlKqhHax8742ZMdA,avatar,Entertainment,22.29.11,none,39625315,882712,37645
126,MR7zZ7XEl6M,1 nerd vs 100 supermodels,2022-11-09,UCyps-v4WNjWDnYRKmZ4BUGw,airrack,Entertainment,22.29.11,none,5282333,329488,19007
130,HR1ig6u9-6A,extreme try not to laugh challenge,2022-11-03,UCUaT_39o1x6qWjz7K2pWcgw,beast reacts,Entertainment,22.29.11,life hackscraftsslimedo it yourselfdiylifehacksdily projectsuseful thingshow toexperimentexperimentsdiy activitieshandcraftprankfunnychallengeprankssecretdiy slimelaughnewskillstrickstipsfun,15410790,350765,6628
8,fRVrsaZnu70,六四後最大民意浪潮 白紙革命中國遍地開花 抗議浪潮蔓延武漢成都 學生上街高舉白紙大喊習近平下台主播 鄧崴大世界新聞20221128三立iNEWS,2022-11-28,UCoNYj9OFHZn3ACmmeRCPwbA,三立iNEWS,News & Politics,22.30.11,三立iNEWS|鄭知道了|直播|新聞直播|鄭弘儀|政治|三立新聞|王志郁|大世界|COVID19|Delta|六四|白紙革命|中國|新疆|烏魯木齊|大火|抗議|封控|民怨|武漢|成都|學生|習近平,623497,4690,1659
9,LV-Eg0T6tr0,白紙革命連習近平下台都敢喊 中國15省79大學響應革命成政權破口震撼世界關鍵時刻202211284 劉寶傑 黃世聰 李正皓 林廷輝 吳子嘉English subtitles,2022-11-28,UCKQVSNdzGBJSXaUmS4TOWww,關鍵時刻,News & Politics,22.30.11,關鍵時刻|关键时刻|台湾|關鍵時刻直播|関鍵時刻|關鍵時刻|關鍵時刻2022最新|關鍵时刻|劉寶傑|寶傑|劉寶傑|東森新聞|東森|劉寶傑關鍵時刻|guanjianshike|关键时刻2022|东森新闻 关键时刻|白紙革命|中國|重慶|超人哥|不自由毋寧死清零|習近平|習近平下台|新疆|烏魯木齊|China|Protests|lockdown|restrictions|Xinjiang|Urumqi|甘肅|北京|留學生|外媒|BBC|CNN|自由|南京大學|武漢理工|武漢|抗議|核酸|學生|南京|封控|清華大學|彭麗媛|貴州|隔離|蘭州|廣州|解放軍|軍警|北京大學|富士康|河南|鄭州|暴動|深圳|動態清零|供銷社|關鍵|政論|台灣|中華民國|TAIWAN|名嘴|黃世聰|李正皓|林廷輝|吳子嘉|白纸革命|中国|重庆|不自由毋宁死清零|习近平|习近平下台|乌鲁木齐|甘肃|留学生|南京大学|武汉理工|武汉|抗议|学生|清华大学|彭丽媛|贵州|隔离|兰州|广州|解放军|军警|北京大学|郑州|暴动|动态清零|供销社|关键|刘宝杰|宝杰哥|东森|政论|中华民国|黄世聪|林廷辉|吴子嘉,990994,9935,3552
10,5MVoHEHtiJ0,Anything for Free Shipping,2022-11-26,UCRVtlcqayOmyuLIDrT3ng1w,Jay  Sharon,Comedy,22.30.11,shorts|couplegoals,4092654,551552,777
11,Jm29kLeWqDA,Jung Kook from BTS performs Dreamers at FIFA World Cup opening ceremony,2022-11-20,UCpcTrCXblq78GZrTUTLWeBw,FIFA,Music,22.30.11,Jung cook|BTS|Kpop|kpop|fifa world cup|fifa world cup opening ceremony|qatar opening ceremony|dreamers|jung cook dreamers|jung cook at world cup opening ceremony|jung cook performs dreamers|Fahad Al Kubaisi|fahad al kubaisi dreamers,32426822,1673427,69136
12,0tJ3yj4uav4,AirFrying Everything For 72 Hours  72 Hour Challenges  EP 56,2022-11-29,UC9YZFtyku73zkyXx1a8Ez-g,Eatbook,Entertainment,22.30.11,Eatbook|TheSmartLocal|Air Fryer|Air Fried Food|72 Hour Challenges|Fried Food|Air Fried Snacks|Air Frying,41084,475,45
13,8tSh2g1JF3I,Golden Makes Friends With His Neighbor On The Opposite Balcony  The Dodo,2022-11-17,UCINb0wqPz-A0dV9nARjJlOQ,The Dodo,Pets & Animals,22.30.11,animal video|animals|the dodo|Animal Rescue|dodo|cute animals|pets|wildlife|pet videos|wildlife videos|animals the dodo|the dodo animals|rescuing animals|shorts|shortanimal video|short,10241321,841943,14136
14,LfymhdHyDGQ,Kinitv快报警方调查哈迪诽谤及破坏安宁亲国盟专页将安华扯上以色列  2022年11月29日,2022-11-29,UC9ULnkwvyofZ_sWrzRpyvrg,KiniTV,News & Politics,22.30.11,kinitv|kinitv快报|安华|首相|哈迪阿旺|警方|以色列|特工|国盟|伊斯兰党|kinitv中文频道|许国荣,214319,2424,153
15,XwcK-twSXB4,KARA 카라 WHEN I MOVE Official MV,2022-11-29,UCbxYZzVHUrv-AhR6KZzGo0A,KARA Official,Music,22.30.11,none,1917206,132496,9779
16,2g3voeqIJpM,2022 MAMA KARA  LUPIN  STEP  Mr  Mnet 221129 방송,2022-11-29,UCbD8EppRX3ZwJSou-TVo90A,Mnet KPOP,Gaming,22.30.11,2022 MAMA|2022 MAMA AWARDS|2022 마마|2022 마마 어워즈|KARA|LUPIN|MAMA AWARDS|Mnet|STEP|마마 어워즈|미스터|엠넷|카라|티빙에서스트리밍,1933725,99733,6601
17,sLm4dAOs7rs,太震撼成龙和邓丽君私生子相认赠予27亿产业shorts,2022-11-22,UCeXAlqXoHrOhMfxswGI45OA,娱情娱理,People & Blogs,22.30.11,情感|兩性|娛樂|明星|富豪|內地|香港|臺灣|八卦|豪門爭鬥|豪門遺產|豪門|豪宅|豪車,214913,2193,169
18,IwzkfMmNMpM,정국 Jung Kook of BTS featuring Fahad Al Kubaisi  Dreamers  FIFA World Cup 2022 Soundtrack,2022-11-22,UCpcTrCXblq78GZrTUTLWeBw,FIFA,Sports,22.30.11,kpop|jung cook|dreamers|dreamers kpop|dreamer bts|jung cook world cup|jung cook fifa song|jung cook world cup song|world cup song,41227972,3363506,171096
19,FD-0KG-h2-c,Gordon Ramsay Tries Most Expensive Chocolate Bar,2022-11-19,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,Entertainment,22.30.11,none,39083914,3298455,10599
20,ecsWfDLtoc8,Run BTS 2022 Special Episode  RUN BTS TV Onair Part 2,2022-11-29,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,Music,22.30.11,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|kpop|방탄|jhope|Jung Kook|Jimin|BTS V|Jin,2679887,315440,9260
21,jEdfjuG0Fx4,정국 Jung Kook Dreamers  FIFA World Cup Qatar 2022 Opening Ceremony,2022-11-21,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,Music,22.30.11,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|kpop|방탄|jhope|Jung Kook|Jimin|BTS V|Jin,44923077,2634547,99413
